ordered_features,unordered_features,ordered_ratio,total_features,grid_size,run_id,steps_to_convergence,unique_cultures,largest_domain_size,largest_domain_percentage,avg_cultural_distance
1,4,20.0,5,10,64,91555,1,100,100.0,0.0
1,4,20.0,5,10,65,59053,1,100,100.0,0.0
1,4,20.0,5,10,66,93629,1,100,100.0,0.0
1,4,20.0,5,10,67,102513,1,100,100.0,0.0
1,4,20.0,5,10,68,54967,1,100,100.0,0.0
1,4,20.0,5,10,69,77259,2,98,98.0,0.022222222222222223
1,4,20.0,5,10,70,87454,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,71,56950,1,100,100.0,0.0
1,4,20.0,5,10,72,82069,1,100,100.0,0.0
1,4,20.0,5,10,73,64122,1,100,100.0,0.0
1,4,20.0,5,10,74,79249,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,75,38760,2,60,60.0,0.12222222222222222
1,4,20.0,5,10,76,55484,1,100,100.0,0.0
1,4,20.0,5,10,77,101038,2,98,98.0,0.016666666666666666
1,4,20.0,5,10,78,76911,1,100,100.0,0.0
1,4,20.0,5,10,79,50667,1,100,100.0,0.0
1,4,20.0,5,10,80,156754,3,96,96.0,0.05555555555555555
1,4,20.0,5,10,81,65128,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,82,59400,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,83,53223,1,100,100.0,0.0
1,4,20.0,5,10,84,104025,4,94,94.0,0.06666666666666667
1,4,20.0,5,10,85,77454,1,100,100.0,0.0
1,4,20.0,5,10,86,91263,1,100,100.0,0.0
1,4,20.0,5,10,87,97738,1,100,100.0,0.0
1,4,20.0,5,10,88,115280,1,100,100.0,0.0
1,4,20.0,5,10,89,50546,1,100,100.0,0.0
1,4,20.0,5,10,90,120127,3,95,95.0,0.03888888888888889
1,4,20.0,5,10,91,83237,1,100,100.0,0.0
1,4,20.0,5,10,92,46003,1,100,100.0,0.0
1,4,20.0,5,10,93,61810,1,100,100.0,0.0
1,4,20.0,5,10,94,71961,1,100,100.0,0.0
1,4,20.0,5,10,95,111871,1,100,100.0,0.0
1,4,20.0,5,10,96,77542,1,100,100.0,0.0
1,4,20.0,5,10,97,105536,1,100,100.0,0.0
1,4,20.0,5,10,98,154724,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,99,54120,1,100,100.0,0.0
1,4,20.0,5,10,100,112283,1,100,100.0,0.0
1,4,20.0,5,10,101,65647,1,100,100.0,0.0
1,4,20.0,5,10,102,130570,1,100,100.0,0.0
1,4,20.0,5,10,103,63481,1,100,100.0,0.0
1,4,20.0,5,10,104,60450,1,100,100.0,0.0
1,4,20.0,5,10,105,139131,1,100,100.0,0.0
1,4,20.0,5,10,106,109004,1,100,100.0,0.0
1,4,20.0,5,10,107,97060,1,100,100.0,0.0
1,4,20.0,5,10,108,78790,3,94,94.0,0.07777777777777778
1,4,20.0,5,10,109,42197,2,90,90.0,0.05
1,4,20.0,5,10,110,54306,1,100,100.0,0.0
1,4,20.0,5,10,111,56704,2,88,88.0,0.05555555555555555
1,4,20.0,5,10,112,61820,2,90,90.0,0.044444444444444446
1,4,20.0,5,10,113,83215,1,100,100.0,0.0
1,4,20.0,5,10,114,78124,1,100,100.0,0.0
1,4,20.0,5,10,115,72642,1,100,100.0,0.0
1,4,20.0,5,10,116,77228,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,117,78845,1,100,100.0,0.0
1,4,20.0,5,10,118,64695,1,100,100.0,0.0
1,4,20.0,5,10,119,70350,1,100,100.0,0.0
1,4,20.0,5,10,120,81792,1,100,100.0,0.0
1,4,20.0,5,10,121,52844,1,100,100.0,0.0
1,4,20.0,5,10,122,65529,1,100,100.0,0.0
1,4,20.0,5,10,123,82398,2,98,98.0,0.022222222222222223
1,4,20.0,5,10,124,64175,2,94,94.0,0.03888888888888889
1,4,20.0,5,10,125,122478,3,78,78.0,0.10555555555555556
1,4,20.0,5,10,126,85039,1,100,100.0,0.0
1,4,20.0,5,10,127,65062,6,87,87.0,0.09444444444444444
1,4,20.0,5,10,128,66051,1,100,100.0,0.0
1,4,20.0,5,10,129,82653,1,100,100.0,0.0
1,4,20.0,5,10,130,82048,1,100,100.0,0.0
1,4,20.0,5,10,131,88416,1,100,100.0,0.0
1,4,20.0,5,10,132,45669,2,84,84.0,0.08888888888888889
1,4,20.0,5,10,133,71395,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,134,58117,1,100,100.0,0.0
1,4,20.0,5,10,135,100459,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,136,77300,2,98,98.0,0.03333333333333333
1,4,20.0,5,10,137,68807,1,100,100.0,0.0
1,4,20.0,5,10,138,69873,1,100,100.0,0.0
1,4,20.0,5,10,139,97041,1,100,100.0,0.0
1,4,20.0,5,10,140,69528,1,100,100.0,0.0
1,4,20.0,5,10,141,78067,1,100,100.0,0.0
1,4,20.0,5,10,142,58705,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,143,63084,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,144,69742,1,100,100.0,0.0
1,4,20.0,5,10,145,36176,3,92,92.0,0.06111111111111111
1,4,20.0,5,10,146,66052,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,147,55345,1,100,100.0,0.0
1,4,20.0,5,10,148,74638,1,100,100.0,0.0
1,4,20.0,5,10,149,93568,1,100,100.0,0.0
1,4,20.0,5,10,150,62089,2,99,99.0,0.011111111111111112
1,4,20.0,5,10,151,86951,2,97,97.0,0.022222222222222223
1,4,20.0,5,10,152,77165,1,100,100.0,0.0
1,4,20.0,5,10,153,53599,3,94,94.0,0.044444444444444446
1,4,20.0,5,10,154,82664,1,100,100.0,0.0
1,4,20.0,5,10,155,127483,2,97,97.0,0.03333333333333333
1,4,20.0,5,10,156,64587,1,100,100.0,0.0
1,4,20.0,5,10,157,58830,1,100,100.0,0.0
1,4,20.0,5,10,158,130476,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,159,99840,1,100,100.0,0.0
1,4,20.0,5,10,160,69640,1,100,100.0,0.0
1,4,20.0,5,10,161,67278,1,100,100.0,0.0
1,4,20.0,5,10,162,90651,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,163,54433,1,100,100.0,0.0
1,4,20.0,5,10,164,82450,1,100,100.0,0.0
1,4,20.0,5,10,165,61821,2,99,99.0,0.011111111111111112
1,4,20.0,5,10,166,74646,1,100,100.0,0.0
1,4,20.0,5,10,167,41286,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,168,77940,1,100,100.0,0.0
1,4,20.0,5,10,169,96009,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,170,51165,1,100,100.0,0.0
1,4,20.0,5,10,171,74504,1,100,100.0,0.0
1,4,20.0,5,10,172,60919,1,100,100.0,0.0
1,4,20.0,5,10,173,60963,1,100,100.0,0.0
1,4,20.0,5,10,174,68111,1,100,100.0,0.0
1,4,20.0,5,10,175,106546,1,100,100.0,0.0
1,4,20.0,5,10,176,73347,1,100,100.0,0.0
1,4,20.0,5,10,177,40168,1,100,100.0,0.0
1,4,20.0,5,10,178,63266,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,179,113308,1,100,100.0,0.0
1,4,20.0,5,10,180,85259,1,100,100.0,0.0
1,4,20.0,5,10,181,77625,1,100,100.0,0.0
1,4,20.0,5,10,182,51349,1,100,100.0,0.0
1,4,20.0,5,10,183,67979,1,100,100.0,0.0
1,4,20.0,5,10,184,80851,1,100,100.0,0.0
1,4,20.0,5,10,185,105613,3,96,96.0,0.044444444444444446
1,4,20.0,5,10,186,52923,2,95,95.0,0.03333333333333333
1,4,20.0,5,10,187,91063,2,99,99.0,0.016666666666666666
1,4,20.0,5,10,188,74516,1,100,100.0,0.0
1,4,20.0,5,10,189,45297,2,93,93.0,0.03888888888888889
1,4,20.0,5,10,190,46920,2,89,89.0,0.06111111111111111
1,4,20.0,5,10,191,89353,1,100,100.0,0.0
1,4,20.0,5,10,192,87720,2,99,99.0,0.022222222222222223
1,4,20.0,5,10,193,89120,1,100,100.0,0.0
1,4,20.0,5,10,194,83078,1,100,100.0,0.0
1,4,20.0,5,10,195,73554,1,100,100.0,0.0
1,4,20.0,5,10,196,68311,1,100,100.0,0.0
1,4,20.0,5,10,197,70773,1,100,100.0,0.0
1,4,20.0,5,10,198,72465,1,100,100.0,0.0
1,4,20.0,5,10,199,53732,1,100,100.0,0.0
0,5,0.0,5,10,0,61440,1,100,100.0,0.0
0,5,0.0,5,10,1,56024,1,100,100.0,0.0
0,5,0.0,5,10,2,128059,1,100,100.0,0.0
0,5,0.0,5,10,3,84818,1,100,100.0,0.0
0,5,0.0,5,10,4,82023,3,68,68.0,0.1111111111111111
0,5,0.0,5,10,5,96027,1,100,100.0,0.0
0,5,0.0,5,10,6,43547,3,73,73.0,0.13333333333333333
0,5,0.0,5,10,7,116976,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,8,75746,1,100,100.0,0.0
0,5,0.0,5,10,9,66053,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,10,79338,1,100,100.0,0.0
0,5,0.0,5,10,11,152779,1,100,100.0,0.0
0,5,0.0,5,10,12,100156,1,100,100.0,0.0
0,5,0.0,5,10,13,110204,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,14,75045,1,100,100.0,0.0
0,5,0.0,5,10,15,70301,4,77,77.0,0.10555555555555556
0,5,0.0,5,10,16,76185,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,17,69311,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,18,65289,1,100,100.0,0.0
0,5,0.0,5,10,19,56304,1,100,100.0,0.0
0,5,0.0,5,10,20,56026,1,100,100.0,0.0
0,5,0.0,5,10,21,76278,1,100,100.0,0.0
0,5,0.0,5,10,22,48098,1,100,100.0,0.0
0,5,0.0,5,10,23,97905,2,95,95.0,0.03888888888888889
0,5,0.0,5,10,24,77458,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,25,87347,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,26,86866,3,98,98.0,0.03888888888888889
0,5,0.0,5,10,27,82408,1,100,100.0,0.0
0,5,0.0,5,10,28,50649,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,29,73487,1,100,100.0,0.0
0,5,0.0,5,10,30,78843,1,100,100.0,0.0
0,5,0.0,5,10,31,60271,1,100,100.0,0.0
0,5,0.0,5,10,32,59118,1,100,100.0,0.0
0,5,0.0,5,10,33,71502,1,100,100.0,0.0
0,5,0.0,5,10,34,124148,3,90,90.0,0.05
0,5,0.0,5,10,35,107478,2,94,94.0,0.044444444444444446
0,5,0.0,5,10,36,42958,1,100,100.0,0.0
0,5,0.0,5,10,37,56499,1,100,100.0,0.0
0,5,0.0,5,10,38,73158,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,39,87434,1,100,100.0,0.0
0,5,0.0,5,10,40,69560,1,100,100.0,0.0
0,5,0.0,5,10,41,87558,1,100,100.0,0.0
0,5,0.0,5,10,42,49173,2,96,96.0,0.022222222222222223
0,5,0.0,5,10,43,102525,1,100,100.0,0.0
0,5,0.0,5,10,44,54241,2,91,91.0,0.07777777777777778
0,5,0.0,5,10,45,74453,1,100,100.0,0.0
0,5,0.0,5,10,46,74816,1,100,100.0,0.0
0,5,0.0,5,10,47,57720,1,100,100.0,0.0
0,5,0.0,5,10,48,60230,2,96,96.0,0.022222222222222223
0,5,0.0,5,10,49,60334,1,100,100.0,0.0
0,5,0.0,5,10,50,83139,1,100,100.0,0.0
0,5,0.0,5,10,51,37499,3,94,94.0,0.05
0,5,0.0,5,10,52,99932,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,53,50229,2,95,95.0,0.03333333333333333
0,5,0.0,5,10,54,72175,1,100,100.0,0.0
0,5,0.0,5,10,55,82177,1,100,100.0,0.0
0,5,0.0,5,10,56,134326,3,94,94.0,0.05
0,5,0.0,5,10,57,49005,3,96,96.0,0.03888888888888889
0,5,0.0,5,10,58,87466,2,98,98.0,0.016666666666666666
0,5,0.0,5,10,59,57504,1,100,100.0,0.0
0,5,0.0,5,10,60,88954,1,100,100.0,0.0
0,5,0.0,5,10,61,76136,1,100,100.0,0.0
0,5,0.0,5,10,62,75436,1,100,100.0,0.0
0,5,0.0,5,10,63,62235,1,100,100.0,0.0
0,5,0.0,5,10,64,61619,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,65,95208,1,100,100.0,0.0
0,5,0.0,5,10,66,64523,2,97,97.0,0.022222222222222223
0,5,0.0,5,10,67,66496,2,98,98.0,0.03333333333333333
0,5,0.0,5,10,68,68104,1,100,100.0,0.0
0,5,0.0,5,10,69,66098,1,100,100.0,0.0
0,5,0.0,5,10,70,122470,1,100,100.0,0.0
0,5,0.0,5,10,71,49786,2,98,98.0,0.016666666666666666
0,5,0.0,5,10,72,97342,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,73,62122,1,100,100.0,0.0
0,5,0.0,5,10,74,75148,1,100,100.0,0.0
0,5,0.0,5,10,75,88303,1,100,100.0,0.0
0,5,0.0,5,10,76,66953,1,100,100.0,0.0
0,5,0.0,5,10,77,69063,1,100,100.0,0.0
0,5,0.0,5,10,78,59171,1,100,100.0,0.0
0,5,0.0,5,10,79,79736,1,100,100.0,0.0
0,5,0.0,5,10,80,141107,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,81,83203,1,100,100.0,0.0
0,5,0.0,5,10,82,70701,1,100,100.0,0.0
0,5,0.0,5,10,83,70563,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,84,66192,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,85,109497,1,100,100.0,0.0
0,5,0.0,5,10,86,83501,1,100,100.0,0.0
0,5,0.0,5,10,87,55084,1,100,100.0,0.0
0,5,0.0,5,10,88,75354,1,100,100.0,0.0
0,5,0.0,5,10,89,75841,1,100,100.0,0.0
0,5,0.0,5,10,90,65424,6,67,67.0,0.17222222222222222
0,5,0.0,5,10,91,54708,3,64,64.0,0.14444444444444443
0,5,0.0,5,10,92,89744,1,100,100.0,0.0
0,5,0.0,5,10,93,80050,1,100,100.0,0.0
0,5,0.0,5,10,94,80302,1,100,100.0,0.0
0,5,0.0,5,10,95,124731,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,96,124577,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,97,76209,1,100,100.0,0.0
0,5,0.0,5,10,98,67911,1,100,100.0,0.0
0,5,0.0,5,10,99,88537,1,100,100.0,0.0
0,5,0.0,5,10,100,88142,2,93,93.0,0.06111111111111111
0,5,0.0,5,10,101,64932,2,95,95.0,0.03888888888888889
0,5,0.0,5,10,102,52096,2,97,97.0,0.027777777777777776
0,5,0.0,5,10,103,102601,1,100,100.0,0.0
0,5,0.0,5,10,104,80183,1,100,100.0,0.0
0,5,0.0,5,10,105,66560,1,100,100.0,0.0
0,5,0.0,5,10,106,72440,1,100,100.0,0.0
0,5,0.0,5,10,107,71829,1,100,100.0,0.0
0,5,0.0,5,10,108,45781,4,49,49.0,0.12222222222222222
0,5,0.0,5,10,109,77683,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,110,70660,4,95,95.0,0.07777777777777778
0,5,0.0,5,10,111,61173,1,100,100.0,0.0
0,5,0.0,5,10,112,67371,1,100,100.0,0.0
0,5,0.0,5,10,113,80607,1,100,100.0,0.0
0,5,0.0,5,10,114,69802,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,115,79971,1,100,100.0,0.0
0,5,0.0,5,10,116,74506,1,100,100.0,0.0
0,5,0.0,5,10,117,78762,1,100,100.0,0.0
0,5,0.0,5,10,118,103243,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,119,50978,1,100,100.0,0.0
0,5,0.0,5,10,120,84858,1,100,100.0,0.0
0,5,0.0,5,10,121,68137,1,100,100.0,0.0
0,5,0.0,5,10,122,79123,1,100,100.0,0.0
0,5,0.0,5,10,123,68400,1,100,100.0,0.0
0,5,0.0,5,10,124,73068,1,100,100.0,0.0
0,5,0.0,5,10,125,84262,1,100,100.0,0.0
0,5,0.0,5,10,126,87132,1,100,100.0,0.0
0,5,0.0,5,10,127,104184,1,100,100.0,0.0
0,5,0.0,5,10,128,57722,1,100,100.0,0.0
0,5,0.0,5,10,129,120914,1,100,100.0,0.0
0,5,0.0,5,10,130,67322,1,100,100.0,0.0
0,5,0.0,5,10,131,59150,2,90,90.0,0.03888888888888889
0,5,0.0,5,10,132,125951,1,100,100.0,0.0
0,5,0.0,5,10,133,63130,1,100,100.0,0.0
0,5,0.0,5,10,134,71693,1,100,100.0,0.0
0,5,0.0,5,10,135,55790,2,98,98.0,0.03333333333333333
0,5,0.0,5,10,136,69886,2,98,98.0,0.016666666666666666
0,5,0.0,5,10,137,70946,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,138,88567,1,100,100.0,0.0
0,5,0.0,5,10,139,78852,1,100,100.0,0.0
0,5,0.0,5,10,140,109962,1,100,100.0,0.0
0,5,0.0,5,10,141,119021,1,100,100.0,0.0
0,5,0.0,5,10,142,82227,1,100,100.0,0.0
0,5,0.0,5,10,143,60746,2,99,99.0,0.011111111111111112
0,5,0.0,5,10,144,72288,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,145,52351,2,96,96.0,0.03333333333333333
0,5,0.0,5,10,146,63413,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,147,88825,1,100,100.0,0.0
0,5,0.0,5,10,148,65807,1,100,100.0,0.0
0,5,0.0,5,10,149,52704,1,100,100.0,0.0
0,5,0.0,5,10,150,65520,1,100,100.0,0.0
0,5,0.0,5,10,151,53250,1,100,100.0,0.0
0,5,0.0,5,10,152,53933,1,100,100.0,0.0
0,5,0.0,5,10,153,52901,5,48,48.0,0.18333333333333332
0,5,0.0,5,10,154,71718,2,86,86.0,0.05
0,5,0.0,5,10,155,80209,1,100,100.0,0.0
0,5,0.0,5,10,156,79250,1,100,100.0,0.0
0,5,0.0,5,10,157,87863,1,100,100.0,0.0
0,5,0.0,5,10,158,65550,1,100,100.0,0.0
0,5,0.0,5,10,159,70397,1,100,100.0,0.0
0,5,0.0,5,10,160,72399,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,161,68595,1,100,100.0,0.0
0,5,0.0,5,10,162,62700,1,100,100.0,0.0
0,5,0.0,5,10,163,87777,1,100,100.0,0.0
0,5,0.0,5,10,164,90151,1,100,100.0,0.0
0,5,0.0,5,10,165,69242,1,100,100.0,0.0
0,5,0.0,5,10,166,47623,1,100,100.0,0.0
0,5,0.0,5,10,167,70327,1,100,100.0,0.0
0,5,0.0,5,10,168,66889,1,100,100.0,0.0
0,5,0.0,5,10,169,73464,2,95,95.0,0.03333333333333333
0,5,0.0,5,10,170,124514,1,100,100.0,0.0
0,5,0.0,5,10,171,57896,1,100,100.0,0.0
0,5,0.0,5,10,172,54758,1,100,100.0,0.0
0,5,0.0,5,10,173,48839,1,100,100.0,0.0
0,5,0.0,5,10,174,99877,1,100,100.0,0.0
0,5,0.0,5,10,175,59351,2,87,87.0,0.044444444444444446
0,5,0.0,5,10,176,90552,1,100,100.0,0.0
0,5,0.0,5,10,177,178706,2,98,98.0,0.03333333333333333
0,5,0.0,5,10,178,89931,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,179,97471,1,100,100.0,0.0
0,5,0.0,5,10,180,54468,1,100,100.0,0.0
0,5,0.0,5,10,181,87250,1,100,100.0,0.0
0,5,0.0,5,10,182,64950,1,100,100.0,0.0
0,5,0.0,5,10,183,83982,1,100,100.0,0.0
0,5,0.0,5,10,184,102057,2,96,96.0,0.022222222222222223
0,5,0.0,5,10,185,111500,1,100,100.0,0.0
0,5,0.0,5,10,186,57603,1,100,100.0,0.0
0,5,0.0,5,10,187,59610,2,98,98.0,0.027777777777777776
0,5,0.0,5,10,188,65922,1,100,100.0,0.0
0,5,0.0,5,10,189,54876,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,190,132009,1,100,100.0,0.0
0,5,0.0,5,10,191,91028,1,100,100.0,0.0
0,5,0.0,5,10,192,57520,1,100,100.0,0.0
0,5,0.0,5,10,193,111281,2,99,99.0,0.016666666666666666
0,5,0.0,5,10,194,126925,1,100,100.0,0.0
0,5,0.0,5,10,195,73462,1,100,100.0,0.0
0,5,0.0,5,10,196,44549,2,98,98.0,0.016666666666666666
0,5,0.0,5,10,197,118940,1,100,100.0,0.0
0,5,0.0,5,10,198,99285,2,99,99.0,0.022222222222222223
0,5,0.0,5,10,199,101232,1,100,100.0,0.0
