F,q,grid_size,run_id,steps_to_convergence,unique_cultures,largest_domain_size,largest_domain_percentage,avg_cultural_distance
4,7,10,8,39359,1,100,100.0,0.0
4,7,10,9,53837,3,95,95.0,0.07222222222222222
4,7,10,10,57999,3,95,95.0,0.05555555555555555
4,7,10,11,61916,1,100,100.0,0.0
4,7,10,12,23103,2,99,99.0,0.011111111111111112
4,7,10,13,63240,1,100,100.0,0.0
4,7,10,14,50387,2,98,98.0,0.022222222222222223
4,7,10,15,50819,2,99,99.0,0.022222222222222223
4,7,10,16,54551,1,100,100.0,0.0
4,7,10,17,35739,3,96,96.0,0.03888888888888889
4,7,10,18,38584,1,100,100.0,0.0
4,7,10,19,19270,2,97,97.0,0.022222222222222223
4,7,10,20,44165,1,100,100.0,0.0
4,7,10,21,41199,3,98,98.0,0.03888888888888889
4,7,10,22,25204,2,99,99.0,0.022222222222222223
4,7,10,23,47348,3,93,93.0,0.05
4,7,10,24,33788,1,100,100.0,0.0
4,7,10,25,56535,3,93,93.0,0.06666666666666667
4,7,10,26,58552,1,100,100.0,0.0
4,7,10,27,86280,2,75,75.0,0.12222222222222222
4,7,10,28,37545,1,100,100.0,0.0
4,7,10,29,42693,1,100,100.0,0.0
4,7,10,30,30242,1,100,100.0,0.0
4,7,10,31,38724,1,100,100.0,0.0
4,7,10,32,42692,1,100,100.0,0.0
4,7,10,33,72085,1,100,100.0,0.0
4,7,10,34,29028,3,98,98.0,0.03333333333333333
4,7,10,35,50073,2,99,99.0,0.016666666666666666
4,7,10,36,57717,2,99,99.0,0.011111111111111112
4,7,10,37,49202,1,100,100.0,0.0
4,7,10,38,35174,1,100,100.0,0.0
4,7,10,39,64284,1,100,100.0,0.0
4,7,10,40,44673,4,97,97.0,0.03888888888888889
4,7,10,41,33591,1,100,100.0,0.0
4,7,10,42,36078,2,98,98.0,0.03333333333333333
4,7,10,43,41833,1,100,100.0,0.0
4,7,10,44,36043,2,99,99.0,0.022222222222222223
4,7,10,45,46137,1,100,100.0,0.0
4,7,10,46,57342,1,100,100.0,0.0
4,7,10,47,90503,1,100,100.0,0.0
4,7,10,48,48460,1,100,100.0,0.0
4,7,10,49,39159,2,96,96.0,0.03333333333333333
4,7,10,50,28510,3,96,96.0,0.044444444444444446
4,7,10,51,50471,2,95,95.0,0.03333333333333333
4,7,10,52,57237,1,100,100.0,0.0
4,7,10,53,59909,2,99,99.0,0.016666666666666666
4,7,10,54,41228,1,100,100.0,0.0
4,7,10,55,61881,1,100,100.0,0.0
4,7,10,56,49966,1,100,100.0,0.0
4,7,10,57,36548,2,51,51.0,0.1111111111111111
4,7,10,58,49846,3,94,94.0,0.06666666666666667
4,7,10,59,48921,3,97,97.0,0.03888888888888889
4,7,10,60,37266,1,100,100.0,0.0
4,7,10,61,42313,2,88,88.0,0.044444444444444446
4,7,10,62,42276,3,98,98.0,0.03888888888888889
4,7,10,63,55725,1,100,100.0,0.0
4,7,10,64,41019,2,99,99.0,0.016666666666666666
4,7,10,65,47623,2,99,99.0,0.022222222222222223
4,7,10,66,38129,2,96,96.0,0.03888888888888889
4,7,10,67,41062,2,98,98.0,0.016666666666666666
4,7,10,68,35806,1,100,100.0,0.0
4,7,10,69,51908,3,97,97.0,0.03888888888888889
4,7,10,70,65300,1,100,100.0,0.0
4,7,10,71,69588,2,99,99.0,0.022222222222222223
4,7,10,72,41057,3,96,96.0,0.05
4,7,10,73,40924,1,100,100.0,0.0
4,7,10,74,54017,1,100,100.0,0.0
4,7,10,75,46015,3,97,97.0,0.03333333333333333
4,7,10,76,57295,2,99,99.0,0.011111111111111112
4,7,10,77,33737,3,90,90.0,0.07777777777777778
4,7,10,78,33965,1,100,100.0,0.0
4,7,10,79,50261,1,100,100.0,0.0
4,7,10,80,85348,1,100,100.0,0.0
4,7,10,81,37422,1,100,100.0,0.0
4,7,10,82,63409,3,90,90.0,0.08888888888888889
4,7,10,83,70457,2,98,98.0,0.027777777777777776
4,7,10,84,50643,1,100,100.0,0.0
4,7,10,85,32517,2,99,99.0,0.011111111111111112
4,7,10,86,37496,1,100,100.0,0.0
4,7,10,87,37919,3,98,98.0,0.027777777777777776
4,7,10,88,44787,1,100,100.0,0.0
4,7,10,89,56628,2,98,98.0,0.027777777777777776
4,7,10,90,43285,3,98,98.0,0.027777777777777776
4,7,10,91,83192,1,100,100.0,0.0
4,7,10,92,33623,1,100,100.0,0.0
4,7,10,93,26844,1,100,100.0,0.0
4,7,10,94,68584,2,99,99.0,0.011111111111111112
4,7,10,95,34989,4,97,97.0,0.03888888888888889
4,7,10,96,33323,2,66,66.0,0.12222222222222222
4,7,10,97,26679,1,100,100.0,0.0
4,7,10,98,41429,3,87,87.0,0.1
4,7,10,99,34393,3,97,97.0,0.03888888888888889
4,8,10,0,60462,3,95,95.0,0.06111111111111111
4,8,10,1,75733,1,100,100.0,0.0
4,8,10,2,39763,3,94,94.0,0.07777777777777778
4,8,10,3,31787,2,99,99.0,0.016666666666666666
4,8,10,4,25405,1,100,100.0,0.0
4,8,10,5,72064,2,98,98.0,0.027777777777777776
4,8,10,6,50853,1,100,100.0,0.0
4,8,10,7,54191,1,100,100.0,0.0
4,8,10,8,45124,3,98,98.0,0.03888888888888889
4,8,10,9,37898,1,100,100.0,0.0
4,8,10,10,22670,4,79,79.0,0.09444444444444444
4,8,10,11,35453,1,100,100.0,0.0
4,8,10,12,32015,2,99,99.0,0.016666666666666666
4,8,10,13,43253,4,80,80.0,0.12777777777777777
4,8,10,14,73818,1,100,100.0,0.0
4,8,10,15,66378,1,100,100.0,0.0
4,8,10,16,37141,2,99,99.0,0.022222222222222223
4,8,10,17,51546,2,99,99.0,0.022222222222222223
4,8,10,18,109516,2,91,91.0,0.08888888888888889
4,8,10,19,44651,1,100,100.0,0.0
4,8,10,20,21985,6,88,88.0,0.08888888888888889
4,8,10,21,48856,2,96,96.0,0.044444444444444446
4,8,10,22,40361,3,98,98.0,0.044444444444444446
4,8,10,23,37255,1,100,100.0,0.0
4,8,10,24,24592,3,98,98.0,0.027777777777777776
4,8,10,25,43773,1,100,100.0,0.0
4,8,10,26,48302,3,85,85.0,0.08333333333333333
4,8,10,27,34761,1,100,100.0,0.0
4,8,10,28,57860,2,97,97.0,0.027777777777777776
4,8,10,29,68074,3,95,95.0,0.05555555555555555
4,8,10,30,30773,1,100,100.0,0.0
4,8,10,31,46924,1,100,100.0,0.0
4,8,10,32,41582,5,73,73.0,0.15
4,8,10,33,41476,3,94,94.0,0.07222222222222222
4,8,10,34,68890,1,100,100.0,0.0
4,8,10,35,28094,2,90,90.0,0.05555555555555555
4,8,10,36,63339,3,88,88.0,0.10555555555555556
4,8,10,37,48474,2,99,99.0,0.011111111111111112
4,8,10,38,42912,4,81,81.0,0.11666666666666667
4,8,10,39,36601,1,100,100.0,0.0
4,8,10,40,41751,1,100,100.0,0.0
4,8,10,41,51333,2,99,99.0,0.022222222222222223
4,8,10,42,59869,2,99,99.0,0.016666666666666666
4,8,10,43,53907,3,98,98.0,0.03333333333333333
4,8,10,44,85298,3,93,93.0,0.05
4,8,10,45,34239,2,98,98.0,0.016666666666666666
4,8,10,46,32630,3,98,98.0,0.03333333333333333
4,8,10,47,61013,7,89,89.0,0.1111111111111111
4,8,10,48,46030,2,98,98.0,0.016666666666666666
4,8,10,49,65366,4,90,90.0,0.08888888888888889
4,8,10,50,59999,1,100,100.0,0.0
4,8,10,51,66139,3,98,98.0,0.03888888888888889
4,8,10,52,58171,4,93,93.0,0.06666666666666667
4,8,10,53,30693,1,100,100.0,0.0
4,8,10,54,43860,2,99,99.0,0.011111111111111112
4,8,10,55,65328,2,99,99.0,0.016666666666666666
4,8,10,56,35454,6,90,90.0,0.09444444444444444
4,8,10,57,45506,2,99,99.0,0.011111111111111112
4,8,10,58,38435,2,99,99.0,0.016666666666666666
4,8,10,59,59786,3,93,93.0,0.06111111111111111
4,8,10,60,34933,2,98,98.0,0.016666666666666666
4,8,10,61,38335,9,61,61.0,0.2
4,8,10,62,54675,1,100,100.0,0.0
4,8,10,63,58435,1,100,100.0,0.0
4,8,10,64,31784,2,99,99.0,0.016666666666666666
4,8,10,65,49580,2,99,99.0,0.016666666666666666
4,8,10,66,87236,2,99,99.0,0.022222222222222223
4,8,10,67,35070,4,95,95.0,0.05
4,8,10,68,31510,3,93,93.0,0.08333333333333333
4,8,10,69,62579,2,99,99.0,0.016666666666666666
4,8,10,70,27276,4,92,92.0,0.09444444444444444
4,8,10,71,55508,1,100,100.0,0.0
4,8,10,72,51193,2,95,95.0,0.03888888888888889
4,8,10,73,69380,1,100,100.0,0.0
4,8,10,74,59006,2,98,98.0,0.016666666666666666
4,8,10,75,34637,5,95,95.0,0.08333333333333333
4,8,10,76,45444,2,98,98.0,0.027777777777777776
4,8,10,77,38125,4,97,97.0,0.044444444444444446
4,8,10,78,36947,2,99,99.0,0.011111111111111112
4,8,10,79,66407,2,98,98.0,0.027777777777777776
4,8,10,80,44984,3,97,97.0,0.05
4,8,10,81,104888,4,83,83.0,0.12777777777777777
4,8,10,82,54534,1,100,100.0,0.0
4,8,10,83,39712,2,96,96.0,0.027777777777777776
4,8,10,84,37937,1,100,100.0,0.0
4,8,10,85,48444,2,99,99.0,0.016666666666666666
4,8,10,86,31708,3,96,96.0,0.05555555555555555
4,8,10,87,51722,2,97,97.0,0.022222222222222223
4,8,10,88,39285,2,99,99.0,0.011111111111111112
4,8,10,89,37248,3,97,97.0,0.05
4,8,10,90,49827,1,100,100.0,0.0
4,8,10,91,58012,2,99,99.0,0.016666666666666666
4,8,10,92,77120,2,99,99.0,0.011111111111111112
4,8,10,93,56820,2,88,88.0,0.06111111111111111
4,8,10,94,87585,1,100,100.0,0.0
4,8,10,95,44190,3,94,94.0,0.06111111111111111
4,8,10,96,29224,1,100,100.0,0.0
4,8,10,97,33611,5,95,95.0,0.06111111111111111
4,8,10,98,56186,1,100,100.0,0.0
4,8,10,99,69687,1,100,100.0,0.0
4,9,10,0,36175,2,99,99.0,0.016666666666666666
4,9,10,1,49362,4,93,93.0,0.07222222222222222
4,9,10,2,40131,7,77,77.0,0.15555555555555556
4,9,10,3,30064,8,82,82.0,0.16666666666666666
4,9,10,4,46871,2,98,98.0,0.022222222222222223
4,9,10,5,41173,3,98,98.0,0.03888888888888889
4,9,10,6,38470,2,99,99.0,0.016666666666666666
4,9,10,7,53827,4,97,97.0,0.05
4,9,10,8,28352,3,96,96.0,0.03888888888888889
4,9,10,9,30163,3,92,92.0,0.044444444444444446
4,9,10,10,55430,3,98,98.0,0.022222222222222223
4,9,10,11,49540,3,96,96.0,0.044444444444444446
4,9,10,12,35494,6,92,92.0,0.10555555555555556
4,9,10,13,21723,5,69,69.0,0.14444444444444443
4,9,10,14,54508,7,93,93.0,0.1
4,9,10,15,42298,2,99,99.0,0.011111111111111112
4,9,10,16,48155,5,94,94.0,0.08333333333333333
4,9,10,17,56083,3,98,98.0,0.03333333333333333
4,9,10,18,40130,7,86,86.0,0.12222222222222222
4,9,10,19,63547,2,99,99.0,0.016666666666666666
4,9,10,20,63376,1,100,100.0,0.0
4,9,10,21,43758,11,76,76.0,0.23333333333333334
4,9,10,22,71009,3,98,98.0,0.027777777777777776
4,9,10,23,53654,11,37,37.0,0.2611111111111111
4,9,10,24,37452,4,83,83.0,0.1111111111111111
4,9,10,25,54079,3,95,95.0,0.06111111111111111
4,9,10,26,48742,4,97,97.0,0.05
4,9,10,27,42168,3,98,98.0,0.03333333333333333
4,9,10,28,44199,2,88,88.0,0.06666666666666667
4,9,10,29,48732,2,99,99.0,0.016666666666666666
4,9,10,30,50065,3,98,98.0,0.03888888888888889
4,9,10,31,44746,5,83,83.0,0.15
4,9,10,32,37936,7,90,90.0,0.14444444444444443
4,9,10,33,44607,5,79,79.0,0.1388888888888889
4,9,10,34,40307,2,98,98.0,0.027777777777777776
4,9,10,35,68619,2,99,99.0,0.022222222222222223
4,9,10,36,25448,5,88,88.0,0.11666666666666667
4,9,10,37,41098,2,99,99.0,0.016666666666666666
4,9,10,38,54314,4,96,96.0,0.06111111111111111
4,9,10,39,57739,4,96,96.0,0.06666666666666667
4,9,10,40,36068,4,91,91.0,0.06111111111111111
4,9,10,41,47100,1,100,100.0,0.0
4,9,10,42,75544,1,100,100.0,0.0
4,9,10,43,45141,4,96,96.0,0.06111111111111111
4,9,10,44,58029,1,100,100.0,0.0
4,9,10,45,64772,3,97,97.0,0.044444444444444446
4,9,10,46,51503,7,62,62.0,0.17777777777777778
4,9,10,47,49688,2,99,99.0,0.022222222222222223
4,9,10,48,49286,8,68,68.0,0.18333333333333332
4,9,10,49,41267,6,91,91.0,0.1
4,9,10,50,47512,16,72,72.0,0.28888888888888886
4,9,10,51,48055,3,97,97.0,0.03333333333333333
4,9,10,52,31966,2,99,99.0,0.011111111111111112
4,9,10,53,36524,4,82,82.0,0.13333333333333333
4,9,10,54,39044,2,99,99.0,0.016666666666666666
4,9,10,55,51271,2,95,95.0,0.06666666666666667
4,9,10,56,71428,3,98,98.0,0.027777777777777776
4,9,10,57,34264,2,98,98.0,0.022222222222222223
4,9,10,58,45048,4,93,93.0,0.08333333333333333
4,9,10,59,33584,2,99,99.0,0.022222222222222223
4,9,10,60,40355,2,99,99.0,0.022222222222222223
4,9,10,61,60863,6,70,70.0,0.16666666666666666
4,9,10,62,38591,14,48,48.0,0.3
4,9,10,63,23897,8,68,68.0,0.2
4,9,10,64,50316,1,100,100.0,0.0
4,9,10,65,81305,3,92,92.0,0.07777777777777778
4,9,10,66,35696,1,100,100.0,0.0
4,9,10,67,39951,2,99,99.0,0.016666666666666666
4,9,10,68,43841,5,96,96.0,0.06666666666666667
4,9,10,69,47732,1,100,100.0,0.0
4,9,10,70,38610,5,92,92.0,0.08333333333333333
4,9,10,71,51619,1,100,100.0,0.0
4,9,10,72,47785,1,100,100.0,0.0
4,9,10,73,29603,5,90,90.0,0.08888888888888889
4,9,10,74,63605,5,95,95.0,0.07222222222222222
4,9,10,75,78053,3,85,85.0,0.11666666666666667
4,9,10,76,40798,2,99,99.0,0.016666666666666666
4,9,10,77,37482,3,95,95.0,0.05555555555555555
4,9,10,78,48317,2,99,99.0,0.022222222222222223
4,9,10,79,34649,4,97,97.0,0.05
4,9,10,80,56912,2,98,98.0,0.022222222222222223
4,9,10,81,34193,3,95,95.0,0.044444444444444446
4,9,10,82,38055,1,100,100.0,0.0
4,9,10,83,60617,3,98,98.0,0.03888888888888889
4,9,10,84,54492,5,80,80.0,0.15
4,9,10,85,55601,2,99,99.0,0.011111111111111112
4,9,10,86,31856,5,88,88.0,0.09444444444444444
4,9,10,87,53334,5,94,94.0,0.06666666666666667
4,9,10,88,40591,2,99,99.0,0.016666666666666666
4,9,10,89,61281,3,94,94.0,0.05555555555555555
4,9,10,90,58728,5,91,91.0,0.10555555555555556
4,9,10,91,46571,2,99,99.0,0.022222222222222223
4,9,10,92,74463,2,99,99.0,0.022222222222222223
4,9,10,93,32200,3,92,92.0,0.07222222222222222
4,9,10,94,39945,4,95,95.0,0.07222222222222222
4,9,10,95,60792,3,90,90.0,0.08333333333333333
4,9,10,96,17983,5,85,85.0,0.1
4,9,10,97,55835,6,81,81.0,0.17222222222222222
4,9,10,98,68461,1,100,100.0,0.0
4,9,10,99,77125,1,100,100.0,0.0
4,10,10,0,46067,4,83,83.0,0.08333333333333333
4,10,10,1,42812,8,59,59.0,0.18888888888888888
4,10,10,2,25152,8,59,59.0,0.2111111111111111
4,10,10,3,56895,9,84,84.0,0.15555555555555556
4,10,10,4,25106,13,48,48.0,0.2833333333333333
4,10,10,5,50350,5,91,91.0,0.08333333333333333
4,10,10,6,87192,19,51,51.0,0.39444444444444443
4,10,10,7,33402,19,33,33.0,0.39444444444444443
4,10,10,8,42201,9,64,64.0,0.19444444444444445
4,10,10,9,97330,4,91,91.0,0.11666666666666667
4,10,10,10,58441,4,97,97.0,0.05555555555555555
4,10,10,11,61837,4,89,89.0,0.07777777777777778
4,10,10,12,36555,5,85,85.0,0.12222222222222222
4,10,10,13,67722,4,95,95.0,0.08333333333333333
4,10,10,14,34421,5,90,90.0,0.10555555555555556
4,10,10,15,21521,4,52,52.0,0.12222222222222222
4,10,10,16,44835,16,67,67.0,0.3277777777777778
4,10,10,17,26997,4,91,91.0,0.09444444444444444
4,10,10,18,33405,5,93,93.0,0.07777777777777778
4,10,10,19,37164,7,84,84.0,0.15
4,10,10,20,48972,2,99,99.0,0.016666666666666666
4,10,10,21,42921,3,95,95.0,0.07222222222222222
4,10,10,22,65942,3,97,97.0,0.05
4,10,10,23,41783,8,79,79.0,0.16111111111111112
4,10,10,24,54187,6,95,95.0,0.07222222222222222
4,10,10,25,44803,5,87,87.0,0.15
4,10,10,26,28593,9,68,68.0,0.2
4,10,10,27,59778,9,87,87.0,0.18333333333333332
4,10,10,28,50419,4,97,97.0,0.05
4,10,10,29,49160,8,53,53.0,0.26666666666666666
4,10,10,30,40987,3,97,97.0,0.05555555555555555
4,10,10,31,36211,15,71,71.0,0.31666666666666665
4,10,10,32,49270,3,97,97.0,0.05555555555555555
4,10,10,33,78653,2,98,98.0,0.016666666666666666
4,10,10,34,43455,5,81,81.0,0.12777777777777777
4,10,10,35,49977,10,89,89.0,0.14444444444444443
4,10,10,36,48170,6,90,90.0,0.11666666666666667
4,10,10,37,79503,2,99,99.0,0.016666666666666666
4,10,10,38,31983,3,98,98.0,0.03333333333333333
4,10,10,39,44850,5,93,93.0,0.07777777777777778
4,10,10,40,69953,10,64,64.0,0.28888888888888886
4,10,10,41,55804,4,97,97.0,0.06111111111111111
4,10,10,42,103328,7,89,89.0,0.16111111111111112
4,10,10,43,34299,7,81,81.0,0.15555555555555556
4,10,10,44,52024,6,88,88.0,0.12222222222222222
4,10,10,45,43968,11,71,71.0,0.25
4,10,10,46,42289,3,96,96.0,0.05555555555555555
4,10,10,47,35226,5,89,89.0,0.12777777777777777
4,10,10,48,34341,1,100,100.0,0.0
4,10,10,49,64533,4,96,96.0,0.05555555555555555
4,10,10,50,62753,8,93,93.0,0.13333333333333333
4,10,10,51,42555,22,23,23.0,0.5055555555555555
4,10,10,52,51915,1,100,100.0,0.0
4,10,10,53,77795,7,80,80.0,0.13333333333333333
4,10,10,54,33455,5,63,63.0,0.16111111111111112
4,10,10,55,38924,7,91,91.0,0.1
4,10,10,56,24552,15,51,51.0,0.2833333333333333
4,10,10,57,54586,7,92,92.0,0.12222222222222222
4,10,10,58,68667,7,80,80.0,0.15555555555555556
4,10,10,59,30117,2,99,99.0,0.011111111111111112
4,10,10,60,31309,7,72,72.0,0.18333333333333332
4,10,10,61,47411,4,97,97.0,0.044444444444444446
4,10,10,62,45943,6,88,88.0,0.1388888888888889
4,10,10,63,45963,5,87,87.0,0.11666666666666667
4,10,10,64,52619,5,86,86.0,0.1
4,10,10,65,73846,5,96,96.0,0.06666666666666667
4,10,10,66,73883,8,46,46.0,0.22777777777777777
4,10,10,67,41948,13,59,59.0,0.2833333333333333
4,10,10,68,41419,10,86,86.0,0.17222222222222222
4,10,10,69,36847,5,84,84.0,0.13333333333333333
4,10,10,70,58274,4,96,96.0,0.05
4,10,10,71,53589,2,98,98.0,0.03333333333333333
4,10,10,72,52483,2,95,95.0,0.03333333333333333
4,10,10,73,40026,5,92,92.0,0.08333333333333333
4,10,10,74,34616,16,37,37.0,0.37222222222222223
4,10,10,75,54473,5,92,92.0,0.08333333333333333
4,10,10,76,73069,5,84,84.0,0.12777777777777777
4,10,10,77,54937,4,97,97.0,0.05555555555555555
4,10,10,78,36655,6,59,59.0,0.19444444444444445
4,10,10,79,30566,3,97,97.0,0.03888888888888889
4,10,10,80,43447,10,83,83.0,0.18333333333333332
4,10,10,81,50309,4,97,97.0,0.06111111111111111
4,10,10,82,27605,11,81,81.0,0.21666666666666667
4,10,10,83,74489,2,94,94.0,0.03888888888888889
4,10,10,84,62842,4,95,95.0,0.05555555555555555
4,10,10,85,56106,15,45,45.0,0.39444444444444443
4,10,10,86,68865,4,88,88.0,0.1
4,10,10,87,28686,9,78,78.0,0.16111111111111112
4,10,10,88,51650,3,95,95.0,0.044444444444444446
4,10,10,89,75005,4,96,96.0,0.05555555555555555
4,10,10,90,54538,7,76,76.0,0.19444444444444445
4,10,10,91,58270,2,96,96.0,0.03333333333333333
4,10,10,92,34561,3,94,94.0,0.05555555555555555
4,10,10,93,27161,4,97,97.0,0.05555555555555555
4,10,10,94,42212,4,97,97.0,0.05555555555555555
4,10,10,95,65569,10,80,80.0,0.19444444444444445
4,10,10,96,117370,9,86,86.0,0.18888888888888888
4,10,10,97,37933,3,98,98.0,0.044444444444444446
4,10,10,98,51353,8,84,84.0,0.18888888888888888
4,10,10,99,41592,5,84,84.0,0.1388888888888889
4,11,10,0,42389,15,62,62.0,0.28888888888888886
4,11,10,1,60684,8,65,65.0,0.25555555555555554
4,11,10,2,43969,3,93,93.0,0.05
4,11,10,3,61641,2,97,97.0,0.03333333333333333
4,11,10,4,35744,7,83,83.0,0.15
4,11,10,5,22066,26,19,19.0,0.5111111111111111
4,11,10,6,35226,17,40,40.0,0.38333333333333336
4,11,10,7,45845,7,69,69.0,0.17777777777777778
4,11,10,8,57795,10,83,83.0,0.18888888888888888
4,11,10,9,27926,10,50,50.0,0.2388888888888889
4,11,10,10,43977,10,87,87.0,0.17222222222222222
4,11,10,11,43846,5,92,92.0,0.06666666666666667
4,11,10,12,39337,1,100,100.0,0.0
4,11,10,13,92688,10,74,74.0,0.25555555555555554
4,11,10,14,18559,22,25,25.0,0.4444444444444444
4,11,10,15,28523,10,72,72.0,0.20555555555555555
4,11,10,16,25335,9,55,55.00000000000001,0.2222222222222222
4,11,10,17,61922,5,86,86.0,0.1388888888888889
4,11,10,18,30336,18,70,70.0,0.3
4,11,10,19,32181,13,52,52.0,0.25
4,11,10,20,55262,7,58,57.99999999999999,0.22777777777777777
4,11,10,21,37772,10,43,43.0,0.3055555555555556
4,11,10,22,63036,10,74,74.0,0.20555555555555555
4,11,10,23,26219,28,22,22.0,0.5222222222222223
4,11,10,24,51249,6,94,94.0,0.08888888888888889
4,11,10,25,35973,12,71,71.0,0.22777777777777777
4,11,10,26,78251,3,96,96.0,0.03888888888888889
4,11,10,27,52874,5,96,96.0,0.06111111111111111
4,11,10,28,63458,2,99,99.0,0.011111111111111112
4,11,10,29,41515,6,94,94.0,0.08333333333333333
4,11,10,30,26172,6,85,85.0,0.09444444444444444
4,11,10,31,50321,5,96,96.0,0.07777777777777778
4,11,10,32,27574,8,66,66.0,0.2111111111111111
4,11,10,33,90398,4,96,96.0,0.06111111111111111
4,11,10,34,26598,17,49,49.0,0.32222222222222224
4,11,10,35,33145,4,97,97.0,0.044444444444444446
4,11,10,36,51927,10,73,73.0,0.2
4,11,10,37,107682,5,89,89.0,0.12222222222222222
4,11,10,38,57438,9,84,84.0,0.15
4,11,10,39,49455,6,93,93.0,0.08333333333333333
4,11,10,40,67952,4,95,95.0,0.06666666666666667
4,11,10,41,52995,8,77,77.0,0.17222222222222222
4,11,10,42,32048,5,91,91.0,0.08888888888888889
4,11,10,43,22827,8,54,54.0,0.18333333333333332
4,11,10,44,46987,4,95,95.0,0.06111111111111111
4,11,10,45,40197,6,93,93.0,0.08333333333333333
4,11,10,46,31254,10,85,85.0,0.16666666666666666
4,11,10,47,56505,7,89,89.0,0.12777777777777777
4,11,10,48,31833,44,20,20.0,0.6666666666666666
4,11,10,49,40926,3,97,97.0,0.05
4,11,10,50,31016,20,39,39.0,0.4388888888888889
4,11,10,51,26438,7,79,79.0,0.1388888888888889
4,11,10,52,19821,22,44,44.0,0.4111111111111111
4,11,10,53,54295,3,97,97.0,0.03333333333333333
4,11,10,54,59464,6,92,92.0,0.11666666666666667
4,11,10,55,53621,9,83,83.0,0.2
4,11,10,56,40943,12,86,86.0,0.17222222222222222
4,11,10,57,40449,7,91,91.0,0.1111111111111111
4,11,10,58,44461,4,97,97.0,0.06111111111111111
4,11,10,59,8652,28,24,24.0,0.5055555555555555
4,11,10,60,76948,11,86,86.0,0.18888888888888888
4,11,10,61,28514,9,77,77.0,0.2
4,11,10,62,43498,8,90,90.0,0.14444444444444443
4,11,10,63,64293,6,88,88.0,0.1
4,11,10,64,91596,11,65,65.0,0.26666666666666666
4,11,10,65,33514,7,88,88.0,0.11666666666666667
4,11,10,66,11243,31,22,22.0,0.49444444444444446
4,11,10,67,47852,4,84,84.0,0.12777777777777777
4,11,10,68,43143,2,98,98.0,0.022222222222222223
4,11,10,69,40333,8,88,88.0,0.12777777777777777
4,11,10,70,44570,4,95,95.0,0.06666666666666667
4,11,10,71,25240,10,75,75.0,0.19444444444444445
4,11,10,72,33407,10,85,85.0,0.17222222222222222
4,11,10,73,94601,5,93,93.0,0.07222222222222222
4,11,10,74,43340,7,86,86.0,0.12777777777777777
4,11,10,75,20665,16,31,31.0,0.34444444444444444
4,11,10,76,40067,4,97,97.0,0.05
4,11,10,77,31694,8,82,82.0,0.17777777777777778
4,11,10,78,83975,5,86,86.0,0.11666666666666667
4,11,10,79,98992,12,77,77.0,0.24444444444444444
4,11,10,80,33775,9,64,64.0,0.2
4,11,10,81,51676,4,95,95.0,0.06666666666666667
4,11,10,82,34488,19,55,55.00000000000001,0.3277777777777778
4,11,10,83,64765,9,79,79.0,0.18888888888888888
4,11,10,84,45852,3,98,98.0,0.03333333333333333
4,11,10,85,87907,6,80,80.0,0.2
4,11,10,86,62938,26,31,31.0,0.49444444444444446
4,11,10,87,33640,6,93,93.0,0.10555555555555556
4,11,10,88,58503,4,87,87.0,0.09444444444444444
4,11,10,89,32185,11,75,75.0,0.20555555555555555
4,11,10,90,102755,13,59,59.0,0.2777777777777778
4,11,10,91,51847,7,77,77.0,0.15
4,11,10,92,57305,10,85,85.0,0.21666666666666667
4,11,10,93,57780,9,81,81.0,0.14444444444444443
4,11,10,94,45136,8,59,59.0,0.2611111111111111
4,11,10,95,22685,11,36,36.0,0.35
4,11,10,96,36851,5,93,93.0,0.08888888888888889
4,11,10,97,54309,10,75,75.0,0.20555555555555555
4,11,10,98,58872,6,86,86.0,0.14444444444444443
4,11,10,99,49741,8,77,77.0,0.17777777777777778
4,12,10,0,40998,10,40,40.0,0.2777777777777778
4,12,10,1,50518,8,90,90.0,0.16666666666666666
4,12,10,2,12852,31,21,21.0,0.5222222222222223
4,12,10,3,32352,16,65,65.0,0.28888888888888886
4,12,10,4,50883,7,87,87.0,0.13333333333333333
4,12,10,5,97488,5,90,90.0,0.08888888888888889
4,12,10,6,50456,5,94,94.0,0.10555555555555556
4,12,10,7,7675,33,22,22.0,0.5333333333333333
4,12,10,8,19408,26,29,28.999999999999996,0.48333333333333334
4,12,10,9,16381,32,22,22.0,0.5333333333333333
4,12,10,10,56221,9,85,85.0,0.16111111111111112
4,12,10,11,30754,14,71,71.0,0.2777777777777778
4,12,10,12,28023,14,56,56.00000000000001,0.2722222222222222
4,12,10,13,46300,30,37,37.0,0.5277777777777778
4,12,10,14,38412,13,67,67.0,0.29444444444444445
4,12,10,15,61428,27,47,47.0,0.4222222222222222
4,12,10,16,27718,27,48,48.0,0.43333333333333335
4,12,10,17,15274,41,13,13.0,0.6277777777777778
4,12,10,18,72333,12,84,84.0,0.24444444444444444
4,12,10,19,83805,8,93,93.0,0.10555555555555556
4,12,10,20,68705,10,89,89.0,0.15555555555555556
4,12,10,21,27973,31,35,35.0,0.5388888888888889
4,12,10,22,37658,6,95,95.0,0.09444444444444444
4,12,10,23,61220,16,75,75.0,0.2722222222222222
4,12,10,24,55027,10,83,83.0,0.16666666666666666
4,12,10,25,70394,7,92,92.0,0.12777777777777777
4,12,10,26,35985,4,96,96.0,0.06111111111111111
4,12,10,27,44194,8,71,71.0,0.21666666666666667
