F,q,grid_size,run_id,steps_to_convergence,unique_cultures,largest_domain_size,largest_domain_percentage,avg_cultural_distance
2,2,10,0,28830,1,100,100.0,0.0
2,2,10,1,11517,2,93,93.0,0.03333333333333333
2,2,10,2,13803,2,65,65.0,0.08888888888888889
2,2,10,3,4225,2,87,87.0,0.12222222222222222
2,2,10,4,6961,2,63,63.0,0.1388888888888889
2,2,10,5,3109,2,56,56.00000000000001,0.20555555555555555
2,2,10,6,13954,2,91,91.0,0.07222222222222222
2,2,10,7,10216,2,62,62.0,0.12777777777777777
2,2,10,8,63082,1,100,100.0,0.0
2,2,10,9,6868,2,86,86.0,0.09444444444444444
2,2,10,10,7589,2,59,59.0,0.15
2,2,10,11,20576,2,74,74.0,0.14444444444444443
2,2,10,12,10769,2,80,80.0,0.1
2,2,10,13,7171,2,61,61.0,0.10555555555555556
2,2,10,14,6679,2,89,89.0,0.08333333333333333
2,2,10,15,4886,2,51,51.0,0.11666666666666667
2,2,10,16,11047,1,100,100.0,0.0
2,2,10,17,17194,2,62,62.0,0.2388888888888889
2,2,10,18,4786,2,75,75.0,0.12222222222222222
2,2,10,19,6284,2,80,80.0,0.12222222222222222
2,2,10,20,17362,1,100,100.0,0.0
2,2,10,21,10128,2,56,56.00000000000001,0.08888888888888889
2,2,10,22,7452,2,69,69.0,0.12222222222222222
2,2,10,23,6672,2,69,69.0,0.17222222222222222
2,2,10,24,21233,1,100,100.0,0.0
2,2,10,25,3659,2,54,54.0,0.2222222222222222
2,2,10,26,9304,2,54,54.0,0.17777777777777778
2,2,10,27,15809,2,83,83.0,0.08333333333333333
2,2,10,28,12764,2,68,68.0,0.14444444444444443
2,2,10,29,16077,2,86,86.0,0.1388888888888889
2,2,10,30,7168,2,67,67.0,0.13333333333333333
2,2,10,31,20784,2,97,97.0,0.022222222222222223
2,2,10,32,11101,1,100,100.0,0.0
2,2,10,33,34369,1,100,100.0,0.0
2,2,10,34,11570,2,96,96.0,0.06666666666666667
2,2,10,35,26062,1,100,100.0,0.0
2,2,10,36,16150,2,68,68.0,0.18333333333333332
2,2,10,37,5405,2,51,51.0,0.20555555555555555
2,2,10,38,5063,2,82,82.0,0.09444444444444444
2,2,10,39,4191,2,75,75.0,0.10555555555555556
2,2,10,40,7468,2,75,75.0,0.08888888888888889
2,2,10,41,28414,1,100,100.0,0.0
2,2,10,42,25194,1,100,100.0,0.0
2,2,10,43,19488,1,100,100.0,0.0
2,2,10,44,13334,1,100,100.0,0.0
2,2,10,45,13646,1,100,100.0,0.0
2,2,10,46,7910,2,93,93.0,0.08888888888888889
2,2,10,47,9373,2,67,67.0,0.2111111111111111
2,2,10,48,6213,2,55,55.00000000000001,0.25
2,2,10,49,33631,1,100,100.0,0.0
2,2,10,50,7912,2,80,80.0,0.12777777777777777
2,2,10,51,2036,2,57,56.99999999999999,0.2833333333333333
2,2,10,52,14179,2,73,73.0,0.15
2,2,10,53,30198,1,100,100.0,0.0
2,2,10,54,11356,1,100,100.0,0.0
2,2,10,55,14387,2,53,53.0,0.15
2,2,10,56,9537,2,52,52.0,0.25555555555555554
2,2,10,57,11648,2,99,99.0,0.022222222222222223
2,2,10,58,4319,2,60,60.0,0.2777777777777778
2,2,10,59,12682,2,57,56.99999999999999,0.16666666666666666
2,2,10,60,10722,2,80,80.0,0.09444444444444444
2,2,10,61,11272,1,100,100.0,0.0
2,2,10,62,10943,2,98,98.0,0.022222222222222223
2,2,10,63,7487,2,78,78.0,0.1
2,2,10,64,54017,1,100,100.0,0.0
2,2,10,65,40850,1,100,100.0,0.0
2,2,10,66,12925,1,100,100.0,0.0
2,2,10,67,7261,1,100,100.0,0.0
2,2,10,68,5376,2,50,50.0,0.2388888888888889
2,2,10,69,20710,1,100,100.0,0.0
2,2,10,70,9517,2,59,59.0,0.16111111111111112
2,2,10,71,21051,2,58,57.99999999999999,0.1
2,2,10,72,8928,2,53,53.0,0.2222222222222222
2,2,10,73,8951,2,65,65.0,0.18888888888888888
2,2,10,74,11024,2,59,59.0,0.09444444444444444
2,2,10,75,47905,1,100,100.0,0.0
2,2,10,76,13357,2,81,81.0,0.06111111111111111
2,2,10,77,22288,1,100,100.0,0.0
2,2,10,78,6759,2,94,94.0,0.027777777777777776
2,2,10,79,22740,2,91,91.0,0.05
2,2,10,80,8118,2,57,56.99999999999999,0.2722222222222222
2,2,10,81,34487,1,100,100.0,0.0
2,2,10,82,12183,2,50,50.0,0.18888888888888888
2,2,10,83,55185,1,100,100.0,0.0
2,2,10,84,13504,2,68,68.0,0.10555555555555556
2,2,10,85,10923,2,74,74.0,0.11666666666666667
2,2,10,86,3429,2,63,63.0,0.25
2,2,10,87,28191,1,100,100.0,0.0
2,2,10,88,14842,1,100,100.0,0.0
2,2,10,89,22361,1,100,100.0,0.0
2,2,10,90,17915,2,51,51.0,0.12222222222222222
2,2,10,91,26416,2,89,89.0,0.07777777777777778
2,2,10,92,9825,2,61,61.0,0.12777777777777777
2,2,10,93,2135,2,70,70.0,0.2722222222222222
2,2,10,94,6910,2,67,67.0,0.20555555555555555
2,2,10,95,8169,2,54,54.0,0.16111111111111112
2,2,10,96,5521,2,57,56.99999999999999,0.23333333333333334
2,2,10,97,15681,1,100,100.0,0.0
2,2,10,98,12621,2,64,64.0,0.2222222222222222
2,2,10,99,12936,2,55,55.00000000000001,0.21666666666666667
2,3,10,0,6197,5,37,37.0,0.3111111111111111
2,3,10,1,10735,6,45,45.0,0.3
2,3,10,2,20126,2,94,94.0,0.027777777777777776
2,3,10,3,8863,4,47,47.0,0.3277777777777778
2,3,10,4,8346,4,54,54.0,0.14444444444444443
2,3,10,5,6304,3,50,50.0,0.22777777777777777
2,3,10,6,25388,4,49,49.0,0.24444444444444444
2,3,10,7,39985,2,66,66.0,0.11666666666666667
2,3,10,8,68541,3,65,65.0,0.26666666666666666
2,3,10,9,9869,2,98,98.0,0.027777777777777776
2,3,10,10,16159,3,56,56.00000000000001,0.22777777777777777
2,3,10,11,22563,1,100,100.0,0.0
2,3,10,12,7730,3,46,46.0,0.25555555555555554
2,3,10,13,41150,3,93,93.0,0.1
2,3,10,14,6215,4,40,40.0,0.2388888888888889
2,3,10,15,24737,3,42,42.0,0.2
2,3,10,16,33773,3,73,73.0,0.15555555555555556
2,3,10,17,15864,4,66,66.0,0.25
2,3,10,18,17765,6,39,39.0,0.35
2,3,10,19,17105,3,90,90.0,0.09444444444444444
2,3,10,20,17614,3,87,87.0,0.1111111111111111
2,3,10,21,6153,3,61,61.0,0.21666666666666667
2,3,10,22,49662,4,61,61.0,0.19444444444444445
2,3,10,23,23736,3,92,92.0,0.05
2,3,10,24,13018,4,64,64.0,0.18333333333333332
2,3,10,25,13446,4,49,49.0,0.2777777777777778
2,3,10,26,12603,6,32,32.0,0.35
2,3,10,27,6580,3,72,72.0,0.17222222222222222
2,3,10,28,12048,4,60,60.0,0.2222222222222222
2,3,10,29,6288,5,45,45.0,0.3
2,3,10,30,28396,5,46,46.0,0.28888888888888886
2,3,10,31,23661,3,54,54.0,0.2777777777777778
2,3,10,32,1942,6,49,49.0,0.35555555555555557
2,3,10,33,30559,4,53,53.0,0.2833333333333333
2,3,10,34,5691,4,63,63.0,0.2777777777777778
2,3,10,35,5515,4,67,67.0,0.26666666666666666
2,3,10,36,22193,3,63,63.0,0.15555555555555556
2,3,10,37,21816,3,63,63.0,0.22777777777777777
2,3,10,38,23073,2,55,55.00000000000001,0.22777777777777777
2,3,10,39,4756,4,61,61.0,0.20555555555555555
2,3,10,40,33742,3,50,50.0,0.2722222222222222
2,3,10,41,27926,4,60,60.0,0.2111111111111111
2,3,10,42,9055,3,78,78.0,0.19444444444444445
2,3,10,43,14064,4,55,55.00000000000001,0.23333333333333334
2,3,10,44,35806,5,35,35.0,0.3277777777777778
2,3,10,45,11195,3,51,51.0,0.16666666666666666
2,3,10,46,12578,3,67,67.0,0.20555555555555555
2,3,10,47,10912,5,58,57.99999999999999,0.20555555555555555
2,3,10,48,10145,5,42,42.0,0.3388888888888889
2,3,10,49,14216,2,91,91.0,0.07222222222222222
2,3,10,50,52607,3,70,70.0,0.21666666666666667
2,3,10,51,16441,4,38,38.0,0.3111111111111111
2,3,10,52,53112,3,87,87.0,0.16666666666666666
2,3,10,53,46232,2,70,70.0,0.19444444444444445
2,3,10,54,15275,5,43,43.0,0.28888888888888886
2,3,10,55,10651,3,43,43.0,0.35555555555555557
2,3,10,56,30863,4,42,42.0,0.2777777777777778
2,3,10,57,23367,4,62,62.0,0.12222222222222222
2,3,10,58,17424,4,77,77.0,0.25
2,3,10,59,21679,5,44,44.0,0.2222222222222222
2,3,10,60,8547,4,35,35.0,0.35555555555555557
2,3,10,61,47104,5,44,44.0,0.23333333333333334
2,3,10,62,10476,4,34,34.0,0.22777777777777777
2,3,10,63,4974,4,51,51.0,0.22777777777777777
2,3,10,64,9173,4,68,68.0,0.2722222222222222
2,3,10,65,9106,8,47,47.0,0.32222222222222224
2,3,10,66,13863,3,52,52.0,0.2777777777777778
2,3,10,67,27963,3,52,52.0,0.17222222222222222
2,3,10,68,4058,4,47,47.0,0.35
2,3,10,69,11162,4,50,50.0,0.25555555555555554
2,3,10,70,18228,2,81,81.0,0.11666666666666667
2,3,10,71,9222,7,40,40.0,0.2777777777777778
2,3,10,72,17279,2,91,91.0,0.09444444444444444
2,3,10,73,26130,2,74,74.0,0.19444444444444445
2,3,10,74,46152,3,65,65.0,0.23333333333333334
2,3,10,75,8028,2,66,66.0,0.08888888888888889
2,3,10,76,17831,2,71,71.0,0.08888888888888889
2,3,10,77,35852,5,52,52.0,0.29444444444444445
2,3,10,78,12064,3,71,71.0,0.16666666666666666
2,3,10,79,18079,4,59,59.0,0.19444444444444445
2,3,10,80,25624,2,99,99.0,0.011111111111111112
2,3,10,81,13300,2,80,80.0,0.1
2,3,10,82,11889,2,77,77.0,0.16666666666666666
2,3,10,83,34185,2,57,56.99999999999999,0.2222222222222222
2,3,10,84,20286,2,69,69.0,0.20555555555555555
2,3,10,85,33965,3,49,49.0,0.35
2,3,10,86,6611,6,44,44.0,0.25
2,3,10,87,24274,2,69,69.0,0.16666666666666666
2,3,10,88,34648,6,55,55.00000000000001,0.2611111111111111
2,3,10,89,5493,5,57,56.99999999999999,0.25
2,3,10,90,10809,3,64,64.0,0.2
2,3,10,91,10618,3,48,48.0,0.25
2,3,10,92,17322,4,49,49.0,0.2222222222222222
2,3,10,93,22051,4,47,47.0,0.22777777777777777
2,3,10,94,5641,5,55,55.00000000000001,0.35
2,3,10,95,41021,3,62,62.0,0.14444444444444443
2,3,10,96,4529,3,59,59.0,0.3111111111111111
2,3,10,97,18799,4,73,73.0,0.21666666666666667
2,3,10,98,39800,5,35,35.0,0.28888888888888886
2,3,10,99,42008,2,95,95.0,0.05555555555555555
2,4,10,0,12483,7,55,55.00000000000001,0.34444444444444444
2,4,10,1,20542,11,41,41.0,0.39444444444444443
2,4,10,2,23863,8,60,60.0,0.37222222222222223
2,4,10,3,6404,11,44,44.0,0.4166666666666667
2,4,10,4,15607,7,58,57.99999999999999,0.2777777777777778
2,4,10,5,4930,7,35,35.0,0.4
2,4,10,6,30989,6,63,63.0,0.2833333333333333
2,4,10,7,35161,5,59,59.0,0.23333333333333334
2,4,10,8,19126,7,37,37.0,0.3277777777777778
2,4,10,9,6280,8,30,30.0,0.38333333333333336
2,4,10,10,4236,10,40,40.0,0.4777777777777778
2,4,10,11,29158,4,69,69.0,0.19444444444444445
2,4,10,12,20053,5,65,65.0,0.18888888888888888
2,4,10,13,25844,7,46,46.0,0.2777777777777778
2,4,10,14,145374,5,75,75.0,0.25555555555555554
2,4,10,15,13993,7,58,57.99999999999999,0.32222222222222224
2,4,10,16,78558,6,68,68.0,0.36666666666666664
2,4,10,17,47720,6,50,50.0,0.25555555555555554
2,4,10,18,29282,5,65,65.0,0.19444444444444445
2,4,10,19,9723,6,62,62.0,0.38333333333333336
2,4,10,20,10621,8,46,46.0,0.3
2,4,10,21,46608,6,62,62.0,0.21666666666666667
2,4,10,22,12067,10,40,40.0,0.4388888888888889
2,4,10,23,17030,5,45,45.0,0.25555555555555554
2,4,10,24,15543,6,44,44.0,0.2611111111111111
2,4,10,25,57709,5,50,50.0,0.25555555555555554
2,4,10,26,23646,4,56,56.00000000000001,0.20555555555555555
2,4,10,27,53645,5,52,52.0,0.2611111111111111
2,4,10,28,15961,9,44,44.0,0.4111111111111111
2,4,10,29,18029,9,28,28.000000000000004,0.39444444444444443
2,4,10,30,29291,6,65,65.0,0.22777777777777777
2,4,10,31,17494,7,42,42.0,0.4166666666666667
2,4,10,32,51912,7,37,37.0,0.32222222222222224
2,4,10,33,27258,6,45,45.0,0.22777777777777777
2,4,10,34,25625,2,93,93.0,0.044444444444444446
2,4,10,35,80349,12,49,49.0,0.45
2,4,10,36,26029,6,48,48.0,0.25555555555555554
2,4,10,37,5839,8,36,36.0,0.37777777777777777
2,4,10,38,11413,8,57,56.99999999999999,0.3333333333333333
2,4,10,39,9339,5,39,39.0,0.34444444444444444
2,4,10,40,27867,11,36,36.0,0.4888888888888889
2,4,10,41,21174,9,42,42.0,0.3111111111111111
2,4,10,42,49690,7,59,59.0,0.37222222222222223
2,4,10,43,33755,4,67,67.0,0.2777777777777778
2,4,10,44,27890,4,35,35.0,0.3388888888888889
2,4,10,45,15792,8,62,62.0,0.2777777777777778
2,4,10,46,82514,7,46,46.0,0.40555555555555556
2,4,10,47,24518,5,57,56.99999999999999,0.2388888888888889
2,4,10,48,9712,9,44,44.0,0.46111111111111114
2,4,10,49,11950,10,38,38.0,0.4
2,4,10,50,43722,4,56,56.00000000000001,0.2611111111111111
2,4,10,51,19603,7,50,50.0,0.37222222222222223
2,4,10,52,11377,14,41,41.0,0.45555555555555555
2,4,10,53,6737,9,50,50.0,0.4
2,4,10,54,6360,8,41,41.0,0.37222222222222223
2,4,10,55,12860,8,63,63.0,0.35555555555555557
2,4,10,56,16990,10,27,27.0,0.3611111111111111
2,4,10,57,32357,9,43,43.0,0.46111111111111114
2,4,10,58,32499,4,75,75.0,0.2111111111111111
2,4,10,59,33452,8,44,44.0,0.2722222222222222
2,4,10,60,9804,13,47,47.0,0.3888888888888889
2,4,10,61,30338,4,68,68.0,0.3055555555555556
2,4,10,62,37926,4,78,78.0,0.1388888888888889
2,4,10,63,10240,6,47,47.0,0.3
2,4,10,64,33612,8,61,61.0,0.25
2,4,10,65,21627,6,68,68.0,0.22777777777777777
2,4,10,66,25583,8,39,39.0,0.40555555555555556
2,4,10,67,2931,11,24,24.0,0.4777777777777778
2,4,10,68,14946,6,50,50.0,0.2833333333333333
2,4,10,69,20077,9,45,45.0,0.36666666666666664
2,4,10,70,40911,6,54,54.0,0.29444444444444445
2,4,10,71,21776,4,66,66.0,0.2388888888888889
2,4,10,72,17564,9,46,46.0,0.36666666666666664
2,4,10,73,26341,7,55,55.00000000000001,0.2722222222222222
2,4,10,74,16463,10,46,46.0,0.3888888888888889
2,4,10,75,36896,7,49,49.0,0.3333333333333333
2,4,10,76,88912,5,54,54.0,0.29444444444444445
2,4,10,77,19154,5,70,70.0,0.29444444444444445
2,4,10,78,9240,7,57,56.99999999999999,0.28888888888888886
2,4,10,79,37446,5,72,72.0,0.2111111111111111
2,4,10,80,17705,10,42,42.0,0.4388888888888889
2,4,10,81,8216,8,29,28.999999999999996,0.37777777777777777
2,4,10,82,55285,5,72,72.0,0.24444444444444444
2,4,10,83,23225,9,42,42.0,0.34444444444444444
2,4,10,84,12551,8,40,40.0,0.4
2,4,10,85,41961,6,77,77.0,0.25
2,4,10,86,9661,10,40,40.0,0.5
2,4,10,87,16355,7,44,44.0,0.38333333333333336
2,4,10,88,28105,11,38,38.0,0.45
2,4,10,89,7882,12,20,20.0,0.4888888888888889
2,4,10,90,69159,8,48,48.0,0.34444444444444444
2,4,10,91,13667,6,55,55.00000000000001,0.35
2,4,10,92,61102,8,70,70.0,0.28888888888888886
2,4,10,93,14668,9,50,50.0,0.4222222222222222
2,4,10,94,13022,9,42,42.0,0.3611111111111111
2,4,10,95,8991,10,34,34.0,0.2833333333333333
2,4,10,96,17539,7,47,47.0,0.35555555555555557
2,4,10,97,11605,11,47,47.0,0.4444444444444444
2,4,10,98,28517,8,53,53.0,0.3388888888888889
2,4,10,99,8502,9,42,42.0,0.4222222222222222
2,5,10,0,42907,7,64,64.0,0.3388888888888889
2,5,10,1,12173,17,34,34.0,0.5611111111111111
2,5,10,2,24370,12,62,62.0,0.3888888888888889
2,5,10,3,14557,15,46,46.0,0.4666666666666667
2,5,10,4,5147,19,30,30.0,0.5666666666666667
2,5,10,5,8572,16,46,46.0,0.42777777777777776
2,5,10,6,93424,12,38,38.0,0.45
2,5,10,7,32107,15,43,43.0,0.4722222222222222
2,5,10,8,51652,14,56,56.00000000000001,0.4388888888888889
2,5,10,9,27416,10,32,32.0,0.40555555555555556
2,5,10,10,8696,16,45,45.0,0.42777777777777776
2,5,10,11,17795,15,23,23.0,0.5222222222222223
2,5,10,12,39949,13,32,32.0,0.42777777777777776
2,5,10,13,9275,22,10,10.0,0.6444444444444445
2,5,10,14,34851,7,69,69.0,0.31666666666666665
2,5,10,15,19679,17,35,35.0,0.4888888888888889
2,5,10,16,33826,11,51,51.0,0.42777777777777776
2,5,10,17,19719,17,40,40.0,0.46111111111111114
2,5,10,18,61636,9,66,66.0,0.3277777777777778
2,5,10,19,76666,11,44,44.0,0.43333333333333335
2,5,10,20,16012,12,24,24.0,0.43333333333333335
2,5,10,21,18718,14,29,28.999999999999996,0.5222222222222223
2,5,10,22,7326,18,15,15.0,0.5611111111111111
2,5,10,23,5312,12,36,36.0,0.4722222222222222
2,5,10,24,10485,13,18,18.0,0.5277777777777778
2,5,10,25,18425,21,29,28.999999999999996,0.6277777777777778
2,5,10,26,32746,14,38,38.0,0.45555555555555555
2,5,10,27,5420,19,16,16.0,0.5388888888888889
2,5,10,28,14308,12,35,35.0,0.4222222222222222
2,5,10,29,5733,14,35,35.0,0.4722222222222222
2,5,10,30,19701,10,50,50.0,0.26666666666666666
2,5,10,31,7182,13,25,25.0,0.42777777777777776
2,5,10,32,7252,17,22,22.0,0.4888888888888889
2,5,10,33,5910,15,51,51.0,0.4666666666666667
2,5,10,34,1841,20,14,14.000000000000002,0.5777777777777777
2,5,10,35,10744,13,25,25.0,0.4222222222222222
2,5,10,36,9186,12,25,25.0,0.46111111111111114
2,5,10,37,24142,9,39,39.0,0.4388888888888889
2,5,10,38,48784,16,42,42.0,0.46111111111111114
2,5,10,39,8955,14,40,40.0,0.5055555555555555
2,5,10,40,6911,14,36,36.0,0.4777777777777778
2,5,10,41,8664,13,26,26.0,0.4722222222222222
2,5,10,42,3439,14,32,32.0,0.5111111111111111
2,5,10,43,6873,19,19,19.0,0.5944444444444444
2,5,10,44,24718,15,38,38.0,0.45
2,5,10,45,43706,10,64,64.0,0.37777777777777777
2,5,10,46,5105,18,37,37.0,0.5333333333333333
2,5,10,47,21090,15,45,45.0,0.48333333333333334
2,5,10,48,42653,10,33,33.0,0.4
2,5,10,49,9099,13,58,57.99999999999999,0.3888888888888889
2,5,10,50,11195,17,31,31.0,0.5055555555555555
2,5,10,51,11727,15,43,43.0,0.45555555555555555
2,5,10,52,22493,10,32,32.0,0.4
2,5,10,53,11110,16,30,30.0,0.4777777777777778
2,5,10,54,19777,10,39,39.0,0.45555555555555555
2,5,10,55,9273,13,29,28.999999999999996,0.4222222222222222
2,5,10,56,12426,15,19,19.0,0.5388888888888889
2,5,10,57,4232,16,21,21.0,0.5333333333333333
2,5,10,58,42284,10,49,49.0,0.37222222222222223
2,5,10,59,33405,11,62,62.0,0.35555555555555557
2,5,10,60,5987,14,17,17.0,0.6111111111111112
2,5,10,61,32258,16,48,48.0,0.5166666666666667
2,5,10,62,32952,7,61,61.0,0.29444444444444445
2,5,10,63,19756,13,42,42.0,0.39444444444444443
2,5,10,64,30925,14,33,33.0,0.4444444444444444
2,5,10,65,5851,13,26,26.0,0.4722222222222222
2,5,10,66,7139,14,31,31.0,0.5333333333333333
2,5,10,67,3521,17,26,26.0,0.5944444444444444
2,5,10,68,4160,17,24,24.0,0.5666666666666667
2,5,10,69,16474,15,54,54.0,0.4111111111111111
2,5,10,70,46357,7,71,71.0,0.3055555555555556
2,5,10,71,5819,19,26,26.0,0.5611111111111111
2,5,10,72,12095,18,23,23.0,0.5388888888888889
2,5,10,73,14785,14,38,38.0,0.4888888888888889
2,5,10,74,25571,10,57,56.99999999999999,0.3611111111111111
2,5,10,75,10038,16,38,38.0,0.4722222222222222
2,5,10,76,33023,10,32,32.0,0.4166666666666667
2,5,10,77,15396,13,33,33.0,0.42777777777777776
2,5,10,78,4709,17,15,15.0,0.5166666666666667
2,5,10,79,10314,16,15,15.0,0.4888888888888889
2,5,10,80,6970,16,18,18.0,0.5722222222222222
2,5,10,81,22364,17,24,24.0,0.5777777777777777
2,5,10,82,11635,19,14,14.000000000000002,0.5333333333333333
2,5,10,83,5740,17,16,16.0,0.5666666666666667
2,5,10,84,6973,15,43,43.0,0.43333333333333335
2,5,10,85,11058,9,46,46.0,0.37222222222222223
2,5,10,86,14526,10,54,54.0,0.4222222222222222
2,5,10,87,43087,13,54,54.0,0.4166666666666667
2,5,10,88,5028,16,22,22.0,0.5611111111111111
2,5,10,89,8322,16,24,24.0,0.5166666666666667
2,5,10,90,40797,14,42,42.0,0.43333333333333335
2,5,10,91,57620,9,51,51.0,0.42777777777777776
2,5,10,92,9636,16,26,26.0,0.55
2,5,10,93,19025,14,35,35.0,0.40555555555555556
2,5,10,94,11265,14,25,25.0,0.5444444444444444
2,5,10,95,10618,14,22,22.0,0.5166666666666667
2,5,10,96,16068,14,26,26.0,0.5111111111111111
2,5,10,97,15756,11,44,44.0,0.4888888888888889
2,5,10,98,6403,20,28,28.000000000000004,0.6222222222222222
2,5,10,99,19770,13,33,33.0,0.4388888888888889
2,6,10,0,6293,25,20,20.0,0.6222222222222222
2,6,10,1,20708,20,29,28.999999999999996,0.5555555555555556
2,6,10,2,11512,21,26,26.0,0.5611111111111111
2,6,10,3,3478,21,15,15.0,0.5444444444444444
2,6,10,4,3181,27,18,18.0,0.6222222222222222
2,6,10,5,17661,20,33,33.0,0.6
2,6,10,6,6126,21,18,18.0,0.6111111111111112
2,6,10,7,5285,22,13,13.0,0.6555555555555556
2,6,10,8,5241,16,22,22.0,0.49444444444444446
2,6,10,9,5589,21,20,20.0,0.6388888888888888
2,6,10,10,1486,25,13,13.0,0.7166666666666667
2,6,10,11,13975,20,18,18.0,0.5277777777777778
2,6,10,12,4379,24,18,18.0,0.6444444444444445
2,6,10,13,61998,20,34,34.0,0.5666666666666667
2,6,10,14,41944,20,46,46.0,0.5722222222222222
2,6,10,15,36958,21,45,45.0,0.5166666666666667
2,6,10,16,27928,19,39,39.0,0.4888888888888889
2,6,10,17,55031,17,31,31.0,0.5055555555555555
2,6,10,18,10183,25,19,19.0,0.6222222222222222
2,6,10,19,25892,15,48,48.0,0.4777777777777778
2,6,10,20,13757,19,26,26.0,0.5444444444444444
2,6,10,21,9531,23,36,36.0,0.6
2,6,10,22,7114,20,24,24.0,0.5944444444444444
2,6,10,23,7035,24,14,14.000000000000002,0.6277777777777778
2,6,10,24,5595,29,16,16.0,0.6777777777777778
2,6,10,25,5642,24,20,20.0,0.6611111111111111
2,6,10,26,9119,22,39,39.0,0.5388888888888889
2,6,10,27,34270,19,19,19.0,0.5333333333333333
2,6,10,28,5811,23,21,21.0,0.5444444444444444
2,6,10,29,3794,23,15,15.0,0.6388888888888888
2,6,10,30,7129,25,12,12.0,0.6722222222222223
2,6,10,31,3841,22,17,17.0,0.6
2,6,10,32,4941,23,13,13.0,0.6555555555555556
2,6,10,33,4814,24,23,23.0,0.6666666666666666
2,6,10,34,16448,21,24,24.0,0.5944444444444444
2,6,10,35,12987,25,23,23.0,0.6166666666666667
2,6,10,36,31000,17,42,42.0,0.55
2,6,10,37,9162,24,15,15.0,0.7
2,6,10,38,7512,24,16,16.0,0.6388888888888888
2,6,10,39,12556,19,20,20.0,0.6
2,6,10,40,8524,16,22,22.0,0.5111111111111111
2,6,10,41,29433,24,28,28.000000000000004,0.5888888888888889
2,6,10,42,11912,20,27,27.0,0.6
2,6,10,43,9519,25,27,27.0,0.5944444444444444
2,6,10,44,5951,19,25,25.0,0.5
2,6,10,45,25865,18,31,31.0,0.4722222222222222
2,6,10,46,40505,18,38,38.0,0.46111111111111114
2,6,10,47,5595,23,24,24.0,0.6
2,6,10,48,13022,22,18,18.0,0.55
2,6,10,49,8341,21,20,20.0,0.55
2,6,10,50,39893,15,54,54.0,0.4222222222222222
2,6,10,51,33548,25,18,18.0,0.6222222222222222
2,6,10,52,4669,28,13,13.0,0.6666666666666666
2,6,10,53,6617,27,15,15.0,0.6722222222222223
2,6,10,54,24496,25,38,38.0,0.5222222222222223
2,6,10,55,16014,20,16,16.0,0.5666666666666667
2,6,10,56,5336,26,12,12.0,0.6722222222222223
2,6,10,57,8624,19,30,30.0,0.6
2,6,10,58,23806,19,41,41.0,0.5166666666666667
2,6,10,59,9383,24,19,19.0,0.5833333333333334
2,6,10,60,4304,25,28,28.000000000000004,0.5777777777777777
2,6,10,61,4420,28,11,11.0,0.7
2,6,10,62,19074,22,24,24.0,0.5722222222222222
2,6,10,63,10760,22,22,22.0,0.6277777777777778
2,6,10,64,6291,21,20,20.0,0.5666666666666667
2,6,10,65,20250,15,39,39.0,0.5055555555555555
2,6,10,66,10082,20,20,20.0,0.6166666666666667
2,6,10,67,12689,20,38,38.0,0.5833333333333334
2,6,10,68,5844,26,24,24.0,0.6222222222222222
2,6,10,69,2597,28,11,11.0,0.7
2,6,10,70,5676,16,34,34.0,0.5611111111111111
2,6,10,71,28696,27,23,23.0,0.6555555555555556
2,6,10,72,7580,21,25,25.0,0.5777777777777777
2,6,10,73,15021,26,27,27.0,0.6611111111111111
2,6,10,74,23390,16,21,21.0,0.4722222222222222
2,6,10,75,7413,26,16,16.0,0.6611111111111111
2,6,10,76,12986,25,19,19.0,0.5944444444444444
2,6,10,77,9899,16,24,24.0,0.5166666666666667
2,6,10,78,4517,28,14,14.000000000000002,0.7055555555555556
2,6,10,79,31439,21,23,23.0,0.5777777777777777
2,6,10,80,7533,28,9,9.0,0.6611111111111111
2,6,10,81,26116,18,29,28.999999999999996,0.5444444444444444
2,6,10,82,1646,29,14,14.000000000000002,0.7555555555555555
2,6,10,83,29038,17,32,32.0,0.48333333333333334
2,6,10,84,8005,25,18,18.0,0.6666666666666666
2,6,10,85,2025,30,9,9.0,0.6888888888888889
2,6,10,86,6272,24,12,12.0,0.6777777777777778
2,6,10,87,13300,27,15,15.0,0.6333333333333333
2,6,10,88,29294,17,24,24.0,0.5333333333333333
2,6,10,89,66967,17,44,44.0,0.45
2,6,10,90,17377,18,29,28.999999999999996,0.5111111111111111
2,6,10,91,3978,24,19,19.0,0.6111111111111112
2,6,10,92,8059,25,18,18.0,0.6166666666666667
2,6,10,93,12156,24,15,15.0,0.6222222222222222
2,6,10,94,26104,15,50,50.0,0.39444444444444443
2,6,10,95,18842,20,20,20.0,0.5888888888888889
2,6,10,96,17090,18,25,25.0,0.5166666666666667
2,6,10,97,9779,22,20,20.0,0.5944444444444444
2,6,10,98,13906,18,19,19.0,0.5722222222222222
2,6,10,99,15219,24,36,36.0,0.5222222222222223
2,7,10,0,7854,23,18,18.0,0.5888888888888889
2,7,10,1,3387,31,9,9.0,0.7111111111111111
2,7,10,2,3237,29,14,14.000000000000002,0.7
2,7,10,3,7899,33,17,17.0,0.6888888888888889
2,7,10,4,4647,24,13,13.0,0.5888888888888889
2,7,10,5,5987,31,18,18.0,0.7055555555555556
2,7,10,6,3962,32,15,15.0,0.65
