correlation,grid_size,run_id,steps_to_convergence,unique_cultures,largest_domain_size,largest_domain_percentage,avg_cultural_distance
-0.9,10,104,24440,1,100,100.0,0.0
-0.9,10,105,37956,1,100,100.0,0.0
-0.9,10,106,44624,1,100,100.0,0.0
-0.9,10,107,37434,1,100,100.0,0.0
-0.9,10,108,23258,1,100,100.0,0.0
-0.9,10,109,49690,1,100,100.0,0.0
-0.9,10,110,37587,1,100,100.0,0.0
-0.9,10,111,27380,1,100,100.0,0.0
-0.9,10,112,21221,1,100,100.0,0.0
-0.9,10,113,37981,1,100,100.0,0.0
-0.9,10,114,16469,1,100,100.0,0.0
-0.9,10,115,38509,1,100,100.0,0.0
-0.9,10,116,42247,1,100,100.0,0.0
-0.9,10,117,37648,1,100,100.0,0.0
-0.9,10,118,33835,1,100,100.0,0.0
-0.9,10,119,31831,1,100,100.0,0.0
-0.9,10,120,58310,1,100,100.0,0.0
-0.9,10,121,44021,1,100,100.0,0.0
-0.9,10,122,30487,1,100,100.0,0.0
-0.9,10,123,29086,1,100,100.0,0.0
-0.9,10,124,23757,1,100,100.0,0.0
-0.9,10,125,35112,1,100,100.0,0.0
-0.9,10,126,75879,1,100,100.0,0.0
-0.9,10,127,52525,1,100,100.0,0.0
-0.9,10,128,61205,1,100,100.0,0.0
-0.9,10,129,59868,1,100,100.0,0.0
-0.9,10,130,35896,1,100,100.0,0.0
-0.9,10,131,22973,1,100,100.0,0.0
-0.9,10,132,27705,1,100,100.0,0.0
-0.9,10,133,21514,1,100,100.0,0.0
-0.9,10,134,37453,1,100,100.0,0.0
-0.9,10,135,76261,1,100,100.0,0.0
-0.9,10,136,39813,2,99,99.0,0.022222222222222223
-0.9,10,137,61946,1,100,100.0,0.0
-0.9,10,138,14288,1,100,100.0,0.0
-0.9,10,139,24120,1,100,100.0,0.0
-0.9,10,140,59216,1,100,100.0,0.0
-0.9,10,141,43445,1,100,100.0,0.0
-0.9,10,142,41366,1,100,100.0,0.0
-0.9,10,143,18101,1,100,100.0,0.0
-0.9,10,144,23483,1,100,100.0,0.0
-0.9,10,145,49307,1,100,100.0,0.0
-0.9,10,146,36054,1,100,100.0,0.0
-0.9,10,147,21398,1,100,100.0,0.0
-0.9,10,148,64413,1,100,100.0,0.0
-0.9,10,149,21533,1,100,100.0,0.0
-0.9,10,150,36969,1,100,100.0,0.0
-0.9,10,151,36859,1,100,100.0,0.0
-0.9,10,152,48988,1,100,100.0,0.0
-0.9,10,153,62432,2,99,99.0,0.016666666666666666
-0.9,10,154,28103,1,100,100.0,0.0
-0.9,10,155,62009,1,100,100.0,0.0
-0.9,10,156,68022,1,100,100.0,0.0
-0.9,10,157,25476,1,100,100.0,0.0
-0.9,10,158,52858,1,100,100.0,0.0
-0.9,10,159,51174,1,100,100.0,0.0
-0.9,10,160,26850,1,100,100.0,0.0
-0.9,10,161,52907,1,100,100.0,0.0
-0.9,10,162,31035,1,100,100.0,0.0
-0.9,10,163,40771,1,100,100.0,0.0
-0.9,10,164,57093,1,100,100.0,0.0
-0.9,10,165,19776,1,100,100.0,0.0
-0.9,10,166,31122,2,99,99.0,0.016666666666666666
-0.9,10,167,28959,1,100,100.0,0.0
-0.9,10,168,31868,1,100,100.0,0.0
-0.9,10,169,34132,1,100,100.0,0.0
-0.9,10,170,56572,1,100,100.0,0.0
-0.9,10,171,32862,1,100,100.0,0.0
-0.9,10,172,63715,1,100,100.0,0.0
-0.9,10,173,18701,1,100,100.0,0.0
-0.9,10,174,41271,1,100,100.0,0.0
-0.9,10,175,44975,1,100,100.0,0.0
-0.9,10,176,70691,1,100,100.0,0.0
-0.9,10,177,31738,1,100,100.0,0.0
-0.9,10,178,21326,1,100,100.0,0.0
-0.9,10,179,34040,1,100,100.0,0.0
-0.9,10,180,56212,1,100,100.0,0.0
-0.9,10,181,21344,1,100,100.0,0.0
-0.9,10,182,20502,1,100,100.0,0.0
-0.9,10,183,28356,1,100,100.0,0.0
-0.9,10,184,44112,1,100,100.0,0.0
-0.9,10,185,35195,1,100,100.0,0.0
-0.9,10,186,15244,1,100,100.0,0.0
-0.9,10,187,43497,1,100,100.0,0.0
-0.9,10,188,41444,2,99,99.0,0.011111111111111112
-0.9,10,189,32195,1,100,100.0,0.0
-0.9,10,190,30496,1,100,100.0,0.0
-0.9,10,191,38298,1,100,100.0,0.0
-0.9,10,192,84459,1,100,100.0,0.0
-0.9,10,193,30333,1,100,100.0,0.0
-0.9,10,194,22961,1,100,100.0,0.0
-0.9,10,195,44227,1,100,100.0,0.0
-0.9,10,196,34150,1,100,100.0,0.0
-0.9,10,197,24980,1,100,100.0,0.0
-0.9,10,198,43950,1,100,100.0,0.0
-0.9,10,199,28035,1,100,100.0,0.0
-0.75,10,0,36674,1,100,100.0,0.0
-0.75,10,1,21185,1,100,100.0,0.0
-0.75,10,2,17489,1,100,100.0,0.0
-0.75,10,3,57190,1,100,100.0,0.0
-0.75,10,4,26341,1,100,100.0,0.0
-0.75,10,5,46598,2,99,99.0,0.022222222222222223
-0.75,10,6,18068,1,100,100.0,0.0
-0.75,10,7,38023,1,100,100.0,0.0
-0.75,10,8,31362,1,100,100.0,0.0
-0.75,10,9,33395,1,100,100.0,0.0
-0.75,10,10,29489,1,100,100.0,0.0
-0.75,10,11,34202,1,100,100.0,0.0
-0.75,10,12,27655,1,100,100.0,0.0
-0.75,10,13,35574,1,100,100.0,0.0
-0.75,10,14,24073,1,100,100.0,0.0
-0.75,10,15,38931,1,100,100.0,0.0
-0.75,10,16,23468,1,100,100.0,0.0
-0.75,10,17,24263,1,100,100.0,0.0
-0.75,10,18,73871,2,99,99.0,0.016666666666666666
-0.75,10,19,27708,1,100,100.0,0.0
-0.75,10,20,38591,1,100,100.0,0.0
-0.75,10,21,26484,1,100,100.0,0.0
-0.75,10,22,28391,1,100,100.0,0.0
-0.75,10,23,27939,1,100,100.0,0.0
-0.75,10,24,32844,1,100,100.0,0.0
-0.75,10,25,49032,1,100,100.0,0.0
-0.75,10,26,26329,1,100,100.0,0.0
-0.75,10,27,35917,1,100,100.0,0.0
-0.75,10,28,29226,1,100,100.0,0.0
-0.75,10,29,62736,1,100,100.0,0.0
-0.75,10,30,24346,1,100,100.0,0.0
-0.75,10,31,46242,1,100,100.0,0.0
-0.75,10,32,35196,1,100,100.0,0.0
-0.75,10,33,28922,1,100,100.0,0.0
-0.75,10,34,39602,1,100,100.0,0.0
-0.75,10,35,58500,1,100,100.0,0.0
-0.75,10,36,40774,1,100,100.0,0.0
-0.75,10,37,21068,1,100,100.0,0.0
-0.75,10,38,47414,1,100,100.0,0.0
-0.75,10,39,80049,1,100,100.0,0.0
-0.75,10,40,25097,1,100,100.0,0.0
-0.75,10,41,21888,1,100,100.0,0.0
-0.75,10,42,24423,1,100,100.0,0.0
-0.75,10,43,31345,1,100,100.0,0.0
-0.75,10,44,29481,1,100,100.0,0.0
-0.75,10,45,30527,1,100,100.0,0.0
-0.75,10,46,54587,1,100,100.0,0.0
-0.75,10,47,42801,1,100,100.0,0.0
-0.75,10,48,39977,1,100,100.0,0.0
-0.75,10,49,28714,2,99,99.0,0.022222222222222223
-0.75,10,50,63525,1,100,100.0,0.0
-0.75,10,51,31512,1,100,100.0,0.0
-0.75,10,52,33491,1,100,100.0,0.0
-0.75,10,53,35116,1,100,100.0,0.0
-0.75,10,54,24699,1,100,100.0,0.0
-0.75,10,55,28948,1,100,100.0,0.0
-0.75,10,56,50992,1,100,100.0,0.0
-0.75,10,57,26441,1,100,100.0,0.0
-0.75,10,58,12435,1,100,100.0,0.0
-0.75,10,59,24728,1,100,100.0,0.0
-0.75,10,60,25868,1,100,100.0,0.0
-0.75,10,61,58363,1,100,100.0,0.0
-0.75,10,62,35466,1,100,100.0,0.0
-0.75,10,63,28513,2,99,99.0,0.022222222222222223
-0.75,10,64,35188,1,100,100.0,0.0
-0.75,10,65,27817,1,100,100.0,0.0
-0.75,10,66,65729,1,100,100.0,0.0
-0.75,10,67,76938,1,100,100.0,0.0
-0.75,10,68,20533,1,100,100.0,0.0
-0.75,10,69,45050,1,100,100.0,0.0
-0.75,10,70,25752,1,100,100.0,0.0
-0.75,10,71,28120,1,100,100.0,0.0
-0.75,10,72,50353,1,100,100.0,0.0
-0.75,10,73,49140,1,100,100.0,0.0
-0.75,10,74,39198,1,100,100.0,0.0
-0.75,10,75,31466,1,100,100.0,0.0
-0.75,10,76,21093,2,98,98.0,0.027777777777777776
-0.75,10,77,38781,1,100,100.0,0.0
-0.75,10,78,51842,1,100,100.0,0.0
-0.75,10,79,28964,1,100,100.0,0.0
-0.75,10,80,45144,1,100,100.0,0.0
-0.75,10,81,44596,1,100,100.0,0.0
-0.75,10,82,28674,1,100,100.0,0.0
-0.75,10,83,8958,1,100,100.0,0.0
-0.75,10,84,19480,1,100,100.0,0.0
-0.75,10,85,39748,1,100,100.0,0.0
-0.75,10,86,37265,1,100,100.0,0.0
-0.75,10,87,61100,1,100,100.0,0.0
-0.75,10,88,47034,1,100,100.0,0.0
-0.75,10,89,25025,1,100,100.0,0.0
-0.75,10,90,37220,1,100,100.0,0.0
-0.75,10,91,35392,1,100,100.0,0.0
-0.75,10,92,30351,1,100,100.0,0.0
-0.75,10,93,64181,1,100,100.0,0.0
-0.75,10,94,74845,1,100,100.0,0.0
-0.75,10,95,50017,1,100,100.0,0.0
-0.75,10,96,47050,1,100,100.0,0.0
-0.75,10,97,33920,1,100,100.0,0.0
-0.75,10,98,25965,1,100,100.0,0.0
-0.75,10,99,43986,1,100,100.0,0.0
-0.75,10,100,43975,1,100,100.0,0.0
-0.75,10,101,53488,1,100,100.0,0.0
-0.75,10,102,41855,1,100,100.0,0.0
-0.75,10,103,22561,1,100,100.0,0.0
-0.75,10,104,37297,1,100,100.0,0.0
-0.75,10,105,39183,1,100,100.0,0.0
-0.75,10,106,26021,1,100,100.0,0.0
-0.75,10,107,27444,1,100,100.0,0.0
-0.75,10,108,31965,1,100,100.0,0.0
-0.75,10,109,27285,1,100,100.0,0.0
-0.75,10,110,8943,1,100,100.0,0.0
-0.75,10,111,52332,2,99,99.0,0.022222222222222223
-0.75,10,112,19257,1,100,100.0,0.0
-0.75,10,113,31790,1,100,100.0,0.0
-0.75,10,114,17753,1,100,100.0,0.0
-0.75,10,115,23552,1,100,100.0,0.0
-0.75,10,116,27856,1,100,100.0,0.0
-0.75,10,117,32552,2,99,99.0,0.016666666666666666
-0.75,10,118,25679,1,100,100.0,0.0
-0.75,10,119,44277,1,100,100.0,0.0
-0.75,10,120,74486,1,100,100.0,0.0
-0.75,10,121,25514,1,100,100.0,0.0
-0.75,10,122,22064,1,100,100.0,0.0
-0.75,10,123,27394,1,100,100.0,0.0
-0.75,10,124,36687,1,100,100.0,0.0
-0.75,10,125,46431,1,100,100.0,0.0
-0.75,10,126,25296,1,100,100.0,0.0
-0.75,10,127,58443,1,100,100.0,0.0
-0.75,10,128,26263,1,100,100.0,0.0
-0.75,10,129,20871,1,100,100.0,0.0
-0.75,10,130,56085,1,100,100.0,0.0
-0.75,10,131,35746,1,100,100.0,0.0
-0.75,10,132,78163,1,100,100.0,0.0
-0.75,10,133,102376,1,100,100.0,0.0
-0.75,10,134,32990,1,100,100.0,0.0
-0.75,10,135,45092,1,100,100.0,0.0
-0.75,10,136,32967,1,100,100.0,0.0
-0.75,10,137,64985,1,100,100.0,0.0
-0.75,10,138,50774,1,100,100.0,0.0
-0.75,10,139,32814,1,100,100.0,0.0
-0.75,10,140,39597,1,100,100.0,0.0
-0.75,10,141,22106,1,100,100.0,0.0
-0.75,10,142,57612,1,100,100.0,0.0
-0.75,10,143,37584,1,100,100.0,0.0
-0.75,10,144,33681,1,100,100.0,0.0
-0.75,10,145,25464,1,100,100.0,0.0
-0.75,10,146,27078,1,100,100.0,0.0
-0.75,10,147,33308,1,100,100.0,0.0
-0.75,10,148,97727,1,100,100.0,0.0
-0.75,10,149,42824,1,100,100.0,0.0
-0.75,10,150,47587,1,100,100.0,0.0
-0.75,10,151,55434,1,100,100.0,0.0
-0.75,10,152,51467,1,100,100.0,0.0
-0.75,10,153,48749,1,100,100.0,0.0
-0.75,10,154,18632,1,100,100.0,0.0
-0.75,10,155,26668,2,99,99.0,0.011111111111111112
-0.75,10,156,29145,1,100,100.0,0.0
-0.75,10,157,77013,1,100,100.0,0.0
-0.75,10,158,113579,1,100,100.0,0.0
-0.75,10,159,27709,1,100,100.0,0.0
-0.75,10,160,32940,1,100,100.0,0.0
-0.75,10,161,35251,1,100,100.0,0.0
-0.75,10,162,30722,1,100,100.0,0.0
-0.75,10,163,43107,1,100,100.0,0.0
-0.75,10,164,18777,1,100,100.0,0.0
-0.75,10,165,22623,1,100,100.0,0.0
-0.75,10,166,36581,1,100,100.0,0.0
-0.75,10,167,28830,1,100,100.0,0.0
-0.75,10,168,35585,1,100,100.0,0.0
-0.75,10,169,54308,1,100,100.0,0.0
-0.75,10,170,36650,1,100,100.0,0.0
-0.75,10,171,80347,1,100,100.0,0.0
-0.75,10,172,16303,1,100,100.0,0.0
-0.75,10,173,56100,1,100,100.0,0.0
-0.75,10,174,59586,1,100,100.0,0.0
-0.75,10,175,47882,1,100,100.0,0.0
-0.75,10,176,41964,1,100,100.0,0.0
-0.75,10,177,19734,1,100,100.0,0.0
-0.75,10,178,14046,1,100,100.0,0.0
-0.75,10,179,27055,1,100,100.0,0.0
-0.75,10,180,26308,1,100,100.0,0.0
-0.75,10,181,25401,2,99,99.0,0.016666666666666666
-0.75,10,182,37832,1,100,100.0,0.0
-0.75,10,183,23662,1,100,100.0,0.0
-0.75,10,184,53201,1,100,100.0,0.0
-0.75,10,185,21900,1,100,100.0,0.0
-0.75,10,186,53159,1,100,100.0,0.0
-0.75,10,187,12426,1,100,100.0,0.0
-0.75,10,188,37811,1,100,100.0,0.0
-0.75,10,189,45133,1,100,100.0,0.0
-0.75,10,190,78164,1,100,100.0,0.0
-0.75,10,191,25255,1,100,100.0,0.0
-0.75,10,192,18675,1,100,100.0,0.0
-0.75,10,193,23275,1,100,100.0,0.0
-0.75,10,194,34775,1,100,100.0,0.0
-0.75,10,195,58737,2,99,99.0,0.011111111111111112
-0.75,10,196,29884,1,100,100.0,0.0
-0.75,10,197,75466,1,100,100.0,0.0
-0.75,10,198,53484,1,100,100.0,0.0
-0.75,10,199,24490,2,99,99.0,0.016666666666666666
-0.6,10,0,38759,1,100,100.0,0.0
-0.6,10,1,65819,1,100,100.0,0.0
-0.6,10,2,60792,1,100,100.0,0.0
-0.6,10,3,48924,1,100,100.0,0.0
-0.6,10,4,26357,1,100,100.0,0.0
-0.6,10,5,37319,2,99,99.0,0.016666666666666666
-0.6,10,6,28981,1,100,100.0,0.0
-0.6,10,7,51410,1,100,100.0,0.0
-0.6,10,8,22775,1,100,100.0,0.0
-0.6,10,9,39662,1,100,100.0,0.0
-0.6,10,10,28375,1,100,100.0,0.0
-0.6,10,11,25958,1,100,100.0,0.0
-0.6,10,12,29659,1,100,100.0,0.0
-0.6,10,13,48820,1,100,100.0,0.0
-0.6,10,14,25919,1,100,100.0,0.0
-0.6,10,15,21976,1,100,100.0,0.0
-0.6,10,16,40631,1,100,100.0,0.0
-0.6,10,17,55642,1,100,100.0,0.0
-0.6,10,18,25254,1,100,100.0,0.0
-0.6,10,19,56415,1,100,100.0,0.0
-0.6,10,20,44427,1,100,100.0,0.0
-0.6,10,21,39420,1,100,100.0,0.0
-0.6,10,22,15928,1,100,100.0,0.0
-0.6,10,23,60080,1,100,100.0,0.0
-0.6,10,24,36488,1,100,100.0,0.0
-0.6,10,25,46147,1,100,100.0,0.0
-0.6,10,26,24055,1,100,100.0,0.0
-0.6,10,27,63659,1,100,100.0,0.0
-0.6,10,28,36162,1,100,100.0,0.0
-0.6,10,29,53796,1,100,100.0,0.0
-0.6,10,30,67022,1,100,100.0,0.0
-0.6,10,31,15614,1,100,100.0,0.0
-0.6,10,32,42828,1,100,100.0,0.0
-0.6,10,33,29374,1,100,100.0,0.0
-0.6,10,34,50390,1,100,100.0,0.0
-0.6,10,35,31450,1,100,100.0,0.0
-0.6,10,36,29185,1,100,100.0,0.0
-0.6,10,37,54994,1,100,100.0,0.0
-0.6,10,38,28581,1,100,100.0,0.0
-0.6,10,39,27681,1,100,100.0,0.0
-0.6,10,40,39276,1,100,100.0,0.0
-0.6,10,41,46481,2,99,99.0,0.016666666666666666
-0.6,10,42,41459,2,99,99.0,0.022222222222222223
-0.6,10,43,52106,1,100,100.0,0.0
-0.6,10,44,41040,1,100,100.0,0.0
-0.6,10,45,35301,1,100,100.0,0.0
-0.6,10,46,46766,1,100,100.0,0.0
-0.6,10,47,62612,1,100,100.0,0.0
-0.6,10,48,29285,1,100,100.0,0.0
-0.6,10,49,41714,1,100,100.0,0.0
-0.6,10,50,20707,1,100,100.0,0.0
-0.6,10,51,27305,1,100,100.0,0.0
-0.6,10,52,66985,1,100,100.0,0.0
-0.6,10,53,83611,1,100,100.0,0.0
-0.6,10,54,30166,1,100,100.0,0.0
-0.6,10,55,41695,1,100,100.0,0.0
-0.6,10,56,49121,1,100,100.0,0.0
-0.6,10,57,19388,1,100,100.0,0.0
-0.6,10,58,39959,1,100,100.0,0.0
-0.6,10,59,27318,1,100,100.0,0.0
-0.6,10,60,46357,1,100,100.0,0.0
-0.6,10,61,37544,1,100,100.0,0.0
-0.6,10,62,18976,1,100,100.0,0.0
-0.6,10,63,35732,1,100,100.0,0.0
-0.6,10,64,37583,1,100,100.0,0.0
-0.6,10,65,27462,1,100,100.0,0.0
-0.6,10,66,79903,1,100,100.0,0.0
-0.6,10,67,42947,1,100,100.0,0.0
-0.6,10,68,20580,1,100,100.0,0.0
-0.6,10,69,32902,1,100,100.0,0.0
-0.6,10,70,24051,1,100,100.0,0.0
-0.6,10,71,30944,1,100,100.0,0.0
-0.6,10,72,15428,1,100,100.0,0.0
-0.6,10,73,51307,1,100,100.0,0.0
-0.6,10,74,49462,1,100,100.0,0.0
-0.6,10,75,45633,1,100,100.0,0.0
-0.6,10,76,65998,1,100,100.0,0.0
-0.6,10,77,50205,1,100,100.0,0.0
-0.6,10,78,50872,1,100,100.0,0.0
-0.6,10,79,29393,1,100,100.0,0.0
-0.6,10,80,21485,1,100,100.0,0.0
-0.6,10,81,45900,1,100,100.0,0.0
-0.6,10,82,28576,1,100,100.0,0.0
-0.6,10,83,29450,1,100,100.0,0.0
-0.6,10,84,49676,1,100,100.0,0.0
-0.6,10,85,25174,1,100,100.0,0.0
-0.6,10,86,43140,1,100,100.0,0.0
-0.6,10,87,39311,1,100,100.0,0.0
-0.6,10,88,31182,1,100,100.0,0.0
-0.6,10,89,47096,1,100,100.0,0.0
-0.6,10,90,37954,1,100,100.0,0.0
-0.6,10,91,23160,1,100,100.0,0.0
-0.6,10,92,38143,1,100,100.0,0.0
-0.6,10,93,51995,1,100,100.0,0.0
-0.6,10,94,47649,1,100,100.0,0.0
-0.6,10,95,52154,1,100,100.0,0.0
-0.6,10,96,41400,1,100,100.0,0.0
-0.6,10,97,28412,1,100,100.0,0.0
-0.6,10,98,48047,1,100,100.0,0.0
-0.6,10,99,30854,1,100,100.0,0.0
-0.6,10,100,39781,2,99,99.0,0.016666666666666666
-0.6,10,101,50311,1,100,100.0,0.0
-0.6,10,102,31249,1,100,100.0,0.0
-0.6,10,103,48308,1,100,100.0,0.0
-0.6,10,104,40140,1,100,100.0,0.0
-0.6,10,105,14745,1,100,100.0,0.0
-0.6,10,106,15922,1,100,100.0,0.0
-0.6,10,107,55048,1,100,100.0,0.0
-0.6,10,108,29617,2,99,99.0,0.016666666666666666
-0.6,10,109,24599,1,100,100.0,0.0
-0.6,10,110,30769,1,100,100.0,0.0
-0.6,10,111,55896,1,100,100.0,0.0
-0.6,10,112,23435,1,100,100.0,0.0
-0.6,10,113,45707,1,100,100.0,0.0
-0.6,10,114,34578,1,100,100.0,0.0
-0.6,10,115,32759,1,100,100.0,0.0
-0.6,10,116,35921,2,99,99.0,0.016666666666666666
-0.6,10,117,51418,1,100,100.0,0.0
-0.6,10,118,17177,1,100,100.0,0.0
-0.6,10,119,26514,1,100,100.0,0.0
-0.6,10,120,80049,1,100,100.0,0.0
-0.6,10,121,72007,1,100,100.0,0.0
-0.6,10,122,47150,2,99,99.0,0.016666666666666666
-0.6,10,123,45363,1,100,100.0,0.0
-0.6,10,124,48159,1,100,100.0,0.0
-0.6,10,125,31253,2,99,99.0,0.022222222222222223
-0.6,10,126,25423,1,100,100.0,0.0
-0.6,10,127,28972,1,100,100.0,0.0
-0.6,10,128,35615,1,100,100.0,0.0
-0.6,10,129,40962,1,100,100.0,0.0
-0.6,10,130,43924,1,100,100.0,0.0
-0.6,10,131,56354,1,100,100.0,0.0
-0.6,10,132,80580,1,100,100.0,0.0
-0.6,10,133,24031,1,100,100.0,0.0
-0.6,10,134,23222,1,100,100.0,0.0
-0.6,10,135,27109,1,100,100.0,0.0
-0.6,10,136,82412,1,100,100.0,0.0
-0.6,10,137,31404,1,100,100.0,0.0
-0.6,10,138,20411,1,100,100.0,0.0
-0.6,10,139,37660,1,100,100.0,0.0
-0.6,10,140,39747,1,100,100.0,0.0
-0.6,10,141,39411,1,100,100.0,0.0
-0.6,10,142,39427,1,100,100.0,0.0
-0.6,10,143,83100,1,100,100.0,0.0
-0.6,10,144,34844,1,100,100.0,0.0
-0.6,10,145,16619,1,100,100.0,0.0
-0.6,10,146,33624,1,100,100.0,0.0
-0.6,10,147,43759,1,100,100.0,0.0
-0.6,10,148,41032,1,100,100.0,0.0
-0.6,10,149,32647,1,100,100.0,0.0
-0.6,10,150,34742,1,100,100.0,0.0
-0.6,10,151,63390,1,100,100.0,0.0
-0.6,10,152,60181,1,100,100.0,0.0
-0.6,10,153,29819,1,100,100.0,0.0
-0.6,10,154,28706,1,100,100.0,0.0
-0.6,10,155,29615,1,100,100.0,0.0
-0.6,10,156,50337,1,100,100.0,0.0
-0.6,10,157,28300,1,100,100.0,0.0
-0.6,10,158,58480,1,100,100.0,0.0
-0.6,10,159,26010,1,100,100.0,0.0
-0.6,10,160,23420,1,100,100.0,0.0
-0.6,10,161,21653,1,100,100.0,0.0
-0.6,10,162,47301,1,100,100.0,0.0
-0.6,10,163,29358,1,100,100.0,0.0
-0.6,10,164,36669,1,100,100.0,0.0
-0.6,10,165,43903,1,100,100.0,0.0
-0.6,10,166,42428,1,100,100.0,0.0
-0.6,10,167,26543,1,100,100.0,0.0
-0.6,10,168,29403,1,100,100.0,0.0
-0.6,10,169,38170,1,100,100.0,0.0
-0.6,10,170,36107,1,100,100.0,0.0
-0.6,10,171,52508,1,100,100.0,0.0
-0.6,10,172,15425,2,99,99.0,0.016666666666666666
-0.6,10,173,23201,1,100,100.0,0.0
-0.6,10,174,37672,1,100,100.0,0.0
-0.6,10,175,38222,1,100,100.0,0.0
-0.6,10,176,33774,1,100,100.0,0.0
-0.6,10,177,35669,1,100,100.0,0.0
-0.6,10,178,47535,1,100,100.0,0.0
-0.6,10,179,36884,1,100,100.0,0.0
-0.6,10,180,51513,1,100,100.0,0.0
-0.6,10,181,31108,1,100,100.0,0.0
-0.6,10,182,15677,1,100,100.0,0.0
-0.6,10,183,25227,1,100,100.0,0.0
-0.6,10,184,30724,1,100,100.0,0.0
-0.6,10,185,39138,1,100,100.0,0.0
-0.6,10,186,25143,1,100,100.0,0.0
-0.6,10,187,70556,1,100,100.0,0.0
-0.6,10,188,33638,1,100,100.0,0.0
-0.6,10,189,38775,1,100,100.0,0.0
-0.6,10,190,38426,1,100,100.0,0.0
-0.6,10,191,55440,1,100,100.0,0.0
-0.6,10,192,17482,2,96,96.0,0.022222222222222223
-0.6,10,193,26387,1,100,100.0,0.0
-0.6,10,194,41597,2,99,99.0,0.022222222222222223
-0.6,10,195,35690,1,100,100.0,0.0
-0.6,10,196,35899,1,100,100.0,0.0
-0.6,10,197,27003,1,100,100.0,0.0
-0.6,10,198,36028,1,100,100.0,0.0
-0.6,10,199,47772,1,100,100.0,0.0
-0.5,10,0,28181,1,100,100.0,0.0
-0.5,10,1,34211,1,100,100.0,0.0
-0.5,10,2,78140,1,100,100.0,0.0
-0.5,10,3,30734,1,100,100.0,0.0
-0.5,10,4,26583,1,100,100.0,0.0
-0.5,10,5,32955,2,99,99.0,0.011111111111111112
-0.5,10,6,44342,1,100,100.0,0.0
-0.5,10,7,30217,1,100,100.0,0.0
-0.5,10,8,31387,1,100,100.0,0.0
-0.5,10,9,49146,1,100,100.0,0.0
-0.5,10,10,16202,1,100,100.0,0.0
-0.5,10,11,25419,1,100,100.0,0.0
-0.5,10,12,31556,1,100,100.0,0.0
-0.5,10,13,19602,1,100,100.0,0.0
-0.5,10,14,65261,1,100,100.0,0.0
-0.5,10,15,29152,1,100,100.0,0.0
-0.5,10,16,36178,1,100,100.0,0.0
-0.5,10,17,24195,1,100,100.0,0.0
-0.5,10,18,28088,1,100,100.0,0.0
-0.5,10,19,23767,1,100,100.0,0.0
-0.5,10,20,59539,1,100,100.0,0.0
-0.5,10,21,56666,1,100,100.0,0.0
-0.5,10,22,16270,1,100,100.0,0.0
-0.5,10,23,23777,1,100,100.0,0.0
-0.5,10,24,34734,1,100,100.0,0.0
-0.5,10,25,58474,2,99,99.0,0.011111111111111112
-0.5,10,26,19403,1,100,100.0,0.0
-0.5,10,27,34606,1,100,100.0,0.0
-0.5,10,28,32168,1,100,100.0,0.0
-0.5,10,29,27331,1,100,100.0,0.0
-0.5,10,30,42621,1,100,100.0,0.0
-0.5,10,31,21512,1,100,100.0,0.0
-0.5,10,32,40782,1,100,100.0,0.0
-0.5,10,33,23724,2,99,99.0,0.016666666666666666
-0.5,10,34,22985,1,100,100.0,0.0
-0.5,10,35,38315,1,100,100.0,0.0
-0.5,10,36,20434,1,100,100.0,0.0
-0.5,10,37,32552,1,100,100.0,0.0
-0.5,10,38,35523,1,100,100.0,0.0
-0.5,10,39,33041,1,100,100.0,0.0
-0.5,10,40,49098,1,100,100.0,0.0
-0.5,10,41,49582,1,100,100.0,0.0
-0.5,10,42,31270,1,100,100.0,0.0
-0.5,10,43,39465,1,100,100.0,0.0
-0.5,10,44,42004,1,100,100.0,0.0
-0.5,10,45,41909,1,100,100.0,0.0
-0.5,10,46,44266,1,100,100.0,0.0
-0.5,10,47,35442,1,100,100.0,0.0
-0.5,10,48,34461,1,100,100.0,0.0
-0.5,10,49,24574,1,100,100.0,0.0
-0.5,10,50,21576,2,99,99.0,0.011111111111111112
-0.5,10,51,79532,1,100,100.0,0.0
-0.5,10,52,25019,1,100,100.0,0.0
-0.5,10,53,46742,1,100,100.0,0.0
-0.5,10,54,35661,1,100,100.0,0.0
-0.5,10,55,32781,1,100,100.0,0.0
-0.5,10,56,57554,1,100,100.0,0.0
-0.5,10,57,36222,2,99,99.0,0.011111111111111112
-0.5,10,58,58818,1,100,100.0,0.0
-0.5,10,59,26842,1,100,100.0,0.0
-0.5,10,60,43092,1,100,100.0,0.0
-0.5,10,61,41636,2,99,99.0,0.022222222222222223
-0.5,10,62,14731,1,100,100.0,0.0
-0.5,10,63,29583,1,100,100.0,0.0
-0.5,10,64,38489,1,100,100.0,0.0
-0.5,10,65,47350,1,100,100.0,0.0
-0.5,10,66,32065,1,100,100.0,0.0
-0.5,10,67,38516,1,100,100.0,0.0
-0.5,10,68,41421,1,100,100.0,0.0
-0.5,10,69,25134,1,100,100.0,0.0
-0.5,10,70,39803,1,100,100.0,0.0
-0.5,10,71,30381,1,100,100.0,0.0
-0.5,10,72,36556,1,100,100.0,0.0
-0.5,10,73,39121,1,100,100.0,0.0
-0.5,10,74,65321,1,100,100.0,0.0
-0.5,10,75,78107,1,100,100.0,0.0
-0.5,10,76,39579,1,100,100.0,0.0
-0.5,10,77,37198,1,100,100.0,0.0
